Precinct: 36001 ,Polling Place ,1 ,"","","","",Total: 485 ,Age 18-27: 34.2% ,Age 48-57: ,"","",10.9%,""
Precinct: 36004 ,Polling Place ,2 ,"","","","",Total: 510 ,Age 18-27: 36.1% ,Age 48-57: ,"","",10.6%,""
"Little Liberia Community School , Little Liberia , River Cess ","","","","","","",Males: 52.4% Females: 47.6% ,Age 28-37: 25.5% Age 38-47: 16.1% ,Age 57-68: Age 68+: ,"","",4.9%6.9%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",River Cess ,"","River Cess, Electoral District 1","","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",3 ,"BANNEY, Jay Jonathan (UP) ","",95 ,"BARTEE, Charles Zarkpah (NDM) ","","","","","",40
"BRUMSKINE, Charles Walker (LP) ","","",159 ,"BARYOEGAR, James G. (APD) ","",21 ,"CEPHAS, Sampson A. (APD) ","","","","","",39
"CONNEH, Sekou Damate (PRODEM) ","","",2 ,"BEN, Jasper Morris (COTOL) ","",15 ,"GLASSCO, Idamay Dehconwulu (CDC) ","","","","","",81
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"DOLE, Roberto Gbegba (COTOL) ","",16 ,"KABA, Morris Abrahima (LP) ","","","","","",38
"FARHAT, David M. (FDP) ","","",2 ,"GLAYBO, Uriah  (CDC) ","",37 ,"KNOWLDEN, William Trokon (NPP) ","","","","","",11
"JALLAH, Armah Zolu (NPL) ","","",0 ,"JOHNSON, Francis B.S. (UP) ","",33 ,"MITCHELL, Ronald Alexander (Ind) ","","","","","",69
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",10 ,"MONWEH, SR., Davidson Tompo (CDC) ","",21 ,"WILLIAMS, Elizabeth Pennoh (UP) ","","","","","",9
"KIADII, George Momodu (NATVIPOL) ","","",1 ,"MOORE, George Dee (LP) ","",145 ,"",Valid Votes: ,"","","","",287
"KIEH, JR., George Klay (NDM) ","","",6 ,"PAYE, Francis Saturday (LP) ","",44 ,"",Invalid Votes: ,"","","","",39
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"PEARSON, Moses Jududoes (NPP) ","",3 ,"",Total Votes: ,"","","","",326
"KPOTO, Robert Momo (ULD) ","","",2 ,"SAWMADAL, Arthur D.K. (NDM) ","",46,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",1 ,"SOBEOR, Dorr Henry (NDM) ","",22,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",1 ,"",Valid Votes: ,498,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",1 ,"",Invalid Ballots: ,26,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",0 ,"",Valid Votes + Invalid Ballots: ,524,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",16,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",0,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",4,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",0,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",8,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",91,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",1,"","","","","","","","","",""
"",Valid Votes: ,"",308,"","","","","","","","","",""
"",Invalid Votes: ,"",18,"","","","","","","","","",""
"",Total Votes: ,"",326,"","","","","","","","","",""
Precinct: 36004 ,Polling Place ,3 ,"","","","",Total: 512 ,Age 18-27: 29.5% ,Age 48-57: ,"","",12.3%,""
"Little Liberia Community School , Little Liberia , River Cess ","","","","","","",Males: 48.4% Females: 51.6% ,Age 28-37: 27.5% Age 38-47: 16.6% ,Age 57-68: Age 68+: ,"","",7.2%6.8%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",River Cess ,"","River Cess, Electoral District 1","","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",7 ,"BANNEY, Jay Jonathan (UP) ","",92 ,"BARTEE, Charles Zarkpah (NDM) ","","","","","",33
"BRUMSKINE, Charles Walker (LP) ","","",152 ,"BARYOEGAR, James G. (APD) ","",31 ,"CEPHAS, Sampson A. (APD) ","","","","","",34
"CONNEH, Sekou Damate (PRODEM) ","","",1 ,"BEN, Jasper Morris (COTOL) ","",19 ,"GLASSCO, Idamay Dehconwulu (CDC) ","","","","","",74
"DIVINE, SR., Samuel Raymond (Ind) ","","",1 ,"DOLE, Roberto Gbegba (COTOL) ","",16 ,"KABA, Morris Abrahima (LP) ","","","","","",34
"FARHAT, David M. (FDP) ","","",3 ,"GLAYBO, Uriah  (CDC) ","",27 ,"KNOWLDEN, William Trokon (NPP) ","","","","","",10
"JALLAH, Armah Zolu (NPL) ","","",0 ,"JOHNSON, Francis B.S. (UP) ","",60 ,"MITCHELL, Ronald Alexander (Ind) ","","","","","",105
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",19 ,"MONWEH, SR., Davidson Tompo (CDC) ","",33 ,"WILLIAMS, Elizabeth Pennoh (UP) ","","","","","",14
"KIADII, George Momodu (NATVIPOL) ","","",1 ,"MOORE, George Dee (LP) ","",161 ,"",Valid Votes: ,"","","","",304
"KIEH, JR., George Klay (NDM) ","","",3 ,"PAYE, Francis Saturday (LP) ","",43 ,"",Invalid Votes: ,"","","","",25
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"PEARSON, Moses Jududoes (NPP) ","",9 ,"",Total Votes: ,"","","","",329
"KPOTO, Robert Momo (ULD) ","","",0 ,"SAWMADAL, Arthur D.K. (NDM) ","",45,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",0 ,"SOBEOR, Dorr Henry (NDM) ","",24,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",0 ,"",Valid Votes: ,560,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",0 ,"",Invalid Ballots: ,14,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",0 ,"",Valid Votes + Invalid Ballots: ,574,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",17,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",3,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",4,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",5,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",8,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",91,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",1,"","","","","","","","","",""
"",Valid Votes: ,"",316,"","","","","","","","","",""
"",Invalid Votes: ,"",18,"","","","","","","","","",""
"",Total Votes: ,"",334,"","","","","","","","","",""
Precinct: 36005 ,Polling Place ,1 ,"","","","","",Total: 340 ,Age 18-27: 37.9% ,Age 48-57: ,"","",9.4%,""
"Broad Street Center, Broad Street, River Cess ","","","","","","","",Males: 47.9% Females: 52.1% ,Age 28-37: 21.8% Age 38-47: 16.2% ,Age 57-68: Age 68+: ,"","",8.2%6.5%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Cess ,"","River Cess, Electoral District 1","","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",9 ,"BANNEY, Jay Jonathan (UP) ","",156 ,"BARTEE, Charles Zarkpah (NDM) ","","","","","",38
"BRUMSKINE, Charles Walker (LP) ","","","",17 ,"BARYOEGAR, James G. (APD) ","",8 ,"CEPHAS, Sampson A. (APD) ","","","","","",11
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"BEN, Jasper Morris (COTOL) ","",38 ,"GLASSCO, Idamay Dehconwulu (CDC) ","","","","","",15
"DIVINE, SR., Samuel Raymond (Ind) ","","","",1 ,"DOLE, Roberto Gbegba (COTOL) ","",2 ,"KABA, Morris Abrahima (LP) ","","","","","",9
"FARHAT, David M. (FDP) ","","","",2 ,"GLAYBO, Uriah  (CDC) ","",5 ,"KNOWLDEN, William Trokon (NPP) ","","","","","",32
"JALLAH, Armah Zolu (NPL) ","","","",1 ,"JOHNSON, Francis B.S. (UP) ","",54 ,"MITCHELL, Ronald Alexander (Ind) ","","","","","",86
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",122 ,"MONWEH, SR., Davidson Tompo (CDC) ","",2 ,"WILLIAMS, Elizabeth Pennoh (UP) ","","","","","",58
"KIADII, George Momodu (NATVIPOL) ","","","",0 ,"MOORE, George Dee (LP) ","",1 ,"",Valid Votes: ,"","","","",249
"KIEH, JR., George Klay (NDM) ","","","",29 ,"PAYE, Francis Saturday (LP) ","",2 ,"",Invalid Votes: ,"","","","",17
"KORTO, Joseph D. Z. (LERP) ","","","",1 ,"PEARSON, Moses Jududoes (NPP) ","",0 ,"",Total Votes: ,"","","","",266
"KPOTO, Robert Momo (ULD) ","","","",0 ,"SAWMADAL, Arthur D.K. (NDM) ","",4,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",1 ,"SOBEOR, Dorr Henry (NDM) ","",131,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",1 ,"",Valid Votes: ,403,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"",Invalid Ballots: ,13,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"",Valid Votes + Invalid Ballots: ,416,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",8,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",0,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",8,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",2,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",2,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",43,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",1,"","","","","","","","","",""
"",Valid Votes: ,"","",248,"","","","","","","","","",""
"",Invalid Votes: ,"","",18,"","","","","","","","","",""
"",Total Votes: ,"","",266,"","","","","","","","","",""
Precinct: 36005 ,Polling Place ,2 ,"","","","","",Total: 314 ,Age 18-27: 36.0% ,Age 48-57: ,"","",9.6%,""
"Broad Street Center, Broad Street, River Cess ","","","","","","","",Males: 45.5% Females: 54.5% ,Age 28-37: 24.2% Age 38-47: 18.5% ,Age 57-68: Age 68+: ,"","",8.3%3.5%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Cess ,"","River Cess, Electoral District 1","","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",2 ,"BANNEY, Jay Jonathan (UP) ","",136 ,"BARTEE, Charles Zarkpah (NDM) ","","","","","",29
"BRUMSKINE, Charles Walker (LP) ","","","",9 ,"BARYOEGAR, James G. (APD) ","",5 ,"CEPHAS, Sampson A. (APD) ","","","","","",6
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"BEN, Jasper Morris (COTOL) ","",33 ,"GLASSCO, Idamay Dehconwulu (CDC) ","","","","","",13
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DOLE, Roberto Gbegba (COTOL) ","",9 ,"KABA, Morris Abrahima (LP) ","","","","","",7
"FARHAT, David M. (FDP) ","","","",1 ,"GLAYBO, Uriah  (CDC) ","",5 ,"KNOWLDEN, William Trokon (NPP) ","","","","","",32
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"JOHNSON, Francis B.S. (UP) ","",39 ,"MITCHELL, Ronald Alexander (Ind) ","","","","","",91
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",115 ,"MONWEH, SR., Davidson Tompo (CDC) ","",6 ,"WILLIAMS, Elizabeth Pennoh (UP) ","","","","","",22
"KIADII, George Momodu (NATVIPOL) ","","","",1 ,"MOORE, George Dee (LP) ","",1 ,"",Valid Votes: ,"","","","",200
"KIEH, JR., George Klay (NDM) ","","","",21 ,"PAYE, Francis Saturday (LP) ","",3 ,"",Invalid Votes: ,"","","","",30
"KORTO, Joseph D. Z. (LERP) ","","","",1 ,"PEARSON, Moses Jududoes (NPP) ","",1 ,"",Total Votes: ,"","","","",230
"KPOTO, Robert Momo (ULD) ","","","",1 ,"SAWMADAL, Arthur D.K. (NDM) ","",4,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"SOBEOR, Dorr Henry (NDM) ","",96,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",1 ,"",Valid Votes: ,338,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"",Invalid Ballots: ,18,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"",Valid Votes + Invalid Ballots: ,356,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",10,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",0,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",6,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",1,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",2,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",38,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",1,"","","","","","","","","",""
"",Valid Votes: ,"","",210,"","","","","","","","","",""
"",Invalid Votes: ,"","",21,"","","","","","","","","",""
"",Total Votes: ,"","",231,"","","","","","","","","",""
Precinct: 36006 ,Polling Place ,1 ,"","","","","",Total: 526 ,Age 18-27: 35.6% ,Age 48-57: ,"","",9.7%,""
"Rock Cess Public School, Pankloh , River Cess ","","","","","","","",Males: 49.2% Females: 50.8% ,Age 28-37: 25.5% Age 38-47: 17.5% ,Age 57-68: Age 68+: ,"","",6.3%5.5%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Cess ,"","River Cess, Electoral District 1","","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",4 ,"BANNEY, Jay Jonathan (UP) ","",123 ,"BARTEE, Charles Zarkpah (NDM) ","","","","","",23
"BRUMSKINE, Charles Walker (LP) ","","","",3 ,"BARYOEGAR, James G. (APD) ","",20 ,"CEPHAS, Sampson A. (APD) ","","","","","",8
"CONNEH, Sekou Damate (PRODEM) ","","","",2 ,"BEN, Jasper Morris (COTOL) ","",118 ,"GLASSCO, Idamay Dehconwulu (CDC) ","","","","","",62
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DOLE, Roberto Gbegba (COTOL) ","",25 ,"KABA, Morris Abrahima (LP) ","","","","","",16
"FARHAT, David M. (FDP) ","","","",0 ,"GLAYBO, Uriah  (CDC) ","",56 ,"KNOWLDEN, William Trokon (NPP) ","","","","","",12
"JALLAH, Armah Zolu (NPL) ","","","",1 ,"JOHNSON, Francis B.S. (UP) ","",45 ,"MITCHELL, Ronald Alexander (Ind) ","","","","","",38
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",56 ,"MONWEH, SR., Davidson Tompo (CDC) ","",47 ,"WILLIAMS, Elizabeth Pennoh (UP) ","","","","","",183
"KIADII, George Momodu (NATVIPOL) ","","","",1 ,"MOORE, George Dee (LP) ","",19 ,"",Valid Votes: ,"","","","",342
"KIEH, JR., George Klay (NDM) ","","","",3 ,"PAYE, Francis Saturday (LP) ","",60 ,"",Invalid Votes: ,"","","","",0
"KORTO, Joseph D. Z. (LERP) ","","","",0 ,"PEARSON, Moses Jududoes (NPP) ","",16 ,"",Total Votes: ,"","","","",342
"KPOTO, Robert Momo (ULD) ","","","",0 ,"SAWMADAL, Arthur D.K. (NDM) ","",32,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"SOBEOR, Dorr Henry (NDM) ","",115,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",1 ,"",Valid Votes: ,676,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",1 ,"",Invalid Ballots: ,0,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",1 ,"",Valid Votes + Invalid Ballots: ,676,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",9,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",2,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",12,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",0,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",1,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",244,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",2,"","","","","","","","","",""
"",Valid Votes: ,"","",343,"","","","","","","","","",""
"",Invalid Votes: ,"","",1,"","","","","","","","","",""
"",Total Votes: ,"","",344,"","","","","","","","","",""
Precinct: 36007 ,Polling Place ,1 ,"","","","","",Total: 313 ,Age 18-27: 43.1% ,Age 48-57: ,"","",13.4%,""
"Krakpo Tow n Center, Krakpo , River Cess ","","","","","","","",Males: 54.0% Females: 46.0% ,Age 28-37: 20.4% Age 38-47: 16.6% ,Age 57-68: Age 68+: ,"","",5.1%1.3%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Cess ,"","River Cess, Electoral District 1","","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",3 ,"BANNEY, Jay Jonathan (UP) ","",183 ,"BARTEE, Charles Zarkpah (NDM) ","","","","","",9
"BRUMSKINE, Charles Walker (LP) ","","","",0 ,"BARYOEGAR, James G. (APD) ","",15 ,"CEPHAS, Sampson A. (APD) ","","","","","",4
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"BEN, Jasper Morris (COTOL) ","",24 ,"GLASSCO, Idamay Dehconwulu (CDC) ","","","","","",19
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DOLE, Roberto Gbegba (COTOL) ","",5 ,"KABA, Morris Abrahima (LP) ","","","","","",3
"FARHAT, David M. (FDP) ","","","",0 ,"GLAYBO, Uriah  (CDC) ","",19 ,"KNOWLDEN, William Trokon (NPP) ","","","","","",3
"JALLAH, Armah Zolu (NPL) ","","","",1 ,"JOHNSON, Francis B.S. (UP) ","",87 ,"MITCHELL, Ronald Alexander (Ind) ","","","","","",122
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",133 ,"MONWEH, SR., Davidson Tompo (CDC) ","",9 ,"WILLIAMS, Elizabeth Pennoh (UP) ","","","","","",42
"KIADII, George Momodu (NATVIPOL) ","","","",1 ,"MOORE, George Dee (LP) ","",0 ,"",Valid Votes: ,"","","","",202
"KIEH, JR., George Klay (NDM) ","","","",7 ,"PAYE, Francis Saturday (LP) ","",5 ,"",Invalid Votes: ,"","","","",16
"KORTO, Joseph D. Z. (LERP) ","","","",0 ,"PEARSON, Moses Jududoes (NPP) ","",1 ,"",Total Votes: ,"","","","",218
"KPOTO, Robert Momo (ULD) ","","","",0 ,"SAWMADAL, Arthur D.K. (NDM) ","",2,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"SOBEOR, Dorr Henry (NDM) ","",37,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",0 ,"",Valid Votes: ,387,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"",Invalid Ballots: ,8,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",2 ,"",Valid Votes + Invalid Ballots: ,395,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",2,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",0,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",0,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",1,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",0,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",53,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",203,"","","","","","","","","",""
"",Invalid Votes: ,"","",10,"","","","","","","","","",""
"",Total Votes: ,"","",213,"","","","","","","","","",""
Precinct: 36008 ,Polling Place ,1 ,"","","","","",Total: 506 ,Age 18-27: 34.4% ,Age 48-57: ,"","",15.4%,""
"Yarpa Tow n Center, Yarpa , River Cess ","","","","","","","",Males: 48.8% Females: 51.2% ,Age 28-37: 21.9% Age 38-47: 18.2% ,Age 57-68: Age 68+: ,"","",5.1%4.9%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Cess ,"","River Cess, Electoral District 1","","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",3 ,"BANNEY, Jay Jonathan (UP) ","",45 ,"BARTEE, Charles Zarkpah (NDM) ","","","","","",9
"BRUMSKINE, Charles Walker (LP) ","","","",93 ,"BARYOEGAR, James G. (APD) ","",13 ,"CEPHAS, Sampson A. (APD) ","","","","","",31
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"BEN, Jasper Morris (COTOL) ","",16 ,"GLASSCO, Idamay Dehconwulu (CDC) ","","","","","",19
"DIVINE, SR., Samuel Raymond (Ind) ","","","",4 ,"DOLE, Roberto Gbegba (COTOL) ","",12 ,"KABA, Morris Abrahima (LP) ","","","","","",129
"FARHAT, David M. (FDP) ","","","",2 ,"GLAYBO, Uriah  (CDC) ","",71 ,"KNOWLDEN, William Trokon (NPP) ","","","","","",56
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"JOHNSON, Francis B.S. (UP) ","",15 ,"MITCHELL, Ronald Alexander (Ind) ","","","","","",22
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",27 ,"MONWEH, SR., Davidson Tompo (CDC) ","",11 ,"WILLIAMS, Elizabeth Pennoh (UP) ","","","","","",5
"KIADII, George Momodu (NATVIPOL) ","","","",2 ,"MOORE, George Dee (LP) ","",38 ,"",Valid Votes: ,"","","","",271
"KIEH, JR., George Klay (NDM) ","","","",6 ,"PAYE, Francis Saturday (LP) ","",66 ,"",Invalid Votes: ,"","","","",43
"KORTO, Joseph D. Z. (LERP) ","","","",0 ,"PEARSON, Moses Jududoes (NPP) ","",12 ,"",Total Votes: ,"","","","",314
"KPOTO, Robert Momo (ULD) ","","","",1 ,"SAWMADAL, Arthur D.K. (NDM) ","",135,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"SOBEOR, Dorr Henry (NDM) ","",12,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",7 ,"",Valid Votes: ,446,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",1 ,"",Invalid Ballots: ,47,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",2 ,"",Valid Votes + Invalid Ballots: ,493,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",5,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",0,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",7,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",4,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",10,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",90,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",2,"","","","","","","","","",""
"",Valid Votes: ,"","",266,"","","","","","","","","",""
"",Invalid Votes: ,"","",44,"","","","","","","","","",""
"",Total Votes: ,"","",310,"","","","","","","","","",""
Precinct: 36008 ,Polling Place ,2 ,"","","","","",Total: 536 ,Age 18-27: 31.3% ,Age 48-57: ,"","",12.1%,""
"Yarpa Tow n Center, Yarpa , River Cess ","","","","","","","",Males: 54.5% Females: 45.5% ,Age 28-37: 28.7% Age 38-47: 16.4% ,Age 57-68: Age 68+: ,"","",5.0%6.3%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Cess ,"","River Cess, Electoral District 1","","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",4 ,"BANNEY, Jay Jonathan (UP) ","",47 ,"BARTEE, Charles Zarkpah (NDM) ","","","","","",14
"BRUMSKINE, Charles Walker (LP) ","","","",115 ,"BARYOEGAR, James G. (APD) ","",23 ,"CEPHAS, Sampson A. (APD) ","","","","","",43
"CONNEH, Sekou Damate (PRODEM) ","","","",5 ,"BEN, Jasper Morris (COTOL) ","",18 ,"GLASSCO, Idamay Dehconwulu (CDC) ","","","","","",14
"DIVINE, SR., Samuel Raymond (Ind) ","","","",2 ,"DOLE, Roberto Gbegba (COTOL) ","",10 ,"KABA, Morris Abrahima (LP) ","","","","","",126
"FARHAT, David M. (FDP) ","","","",1 ,"GLAYBO, Uriah  (CDC) ","",71 ,"KNOWLDEN, William Trokon (NPP) ","","","","","",59
"JALLAH, Armah Zolu (NPL) ","","","",1 ,"JOHNSON, Francis B.S. (UP) ","",10 ,"MITCHELL, Ronald Alexander (Ind) ","","","","","",21
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",22 ,"MONWEH, SR., Davidson Tompo (CDC) ","",8 ,"WILLIAMS, Elizabeth Pennoh (UP) ","","","","","",14
"KIADII, George Momodu (NATVIPOL) ","","","",2 ,"MOORE, George Dee (LP) ","",42 ,"",Valid Votes: ,"","","","",291
"KIEH, JR., George Klay (NDM) ","","","",7 ,"PAYE, Francis Saturday (LP) ","",84 ,"",Invalid Votes: ,"","","","",36
"KORTO, Joseph D. Z. (LERP) ","","","",0 ,"PEARSON, Moses Jududoes (NPP) ","",11 ,"",Total Votes: ,"","","","",327
"KPOTO, Robert Momo (ULD) ","","","",1 ,"SAWMADAL, Arthur D.K. (NDM) ","",168,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",2 ,"SOBEOR, Dorr Henry (NDM) ","",11,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",1 ,"",Valid Votes: ,503,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"",Invalid Ballots: ,16,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",1 ,"",Valid Votes + Invalid Ballots: ,519,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",6,"","","","","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",0,"","","","","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",5,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",2,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",18,"","","","","","","","","",""
