"Precinct: 15001 ","Polling Place: ",1,,,,,"Total: 500 ","Age 18-27: 37.4% ","Age 48-57: ",,"10.0%",,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,0,,"Valid Votes + Invalid Ballots: ",832,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,,,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,12,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,0,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,1,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,378,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,0,,,,,,,,,,,
,"Valid Votes: ",,427,,,,,,,,,,,
,"Invalid Votes: ",,6,,,,,,,,,,,
,"Total Votes: ",,433,,,,,,,,,,,
"Precinct: 15005 ","Polling Place: ",1,,,,,"Total: 372 ","Age 18-27: 35.2% ","Age 48-57: ",,"12.9%",,,
"Gaye Tow n Public School, Gaye Tow n, Grand Gedeh ",,,,,,,"Males: 45.4% Females: 54.6% ","Age 28-37: 14.0% Age 38-47: 16.4% ","Age 57-68: Age 68+: ",,"8.3%13.2%",,,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Grand Gedeh ",,"Grand Gedeh, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,0,"BOONS, Seward K. (NDPL) ",,4,"GBIEOR, Rufus Wonblayon (NDM) ",,,,,,21,
"BRUMSKINE, Charles Walker (LP) ",,,5,"DENNIS, Annie Suah (LP) ",,96,"GLEN, Jomael Nyonplu (NDPL) ",,,,,,26,
"CONNEH, Sekou Damate (PRODEM) ",,,0,"DWUYE, SR., Philip Bayor (COTOL) ",,23,"KARYEE, William Surveyea (COTOL) ",,,,,,56,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"GAYE, Alphonso G. (UP) ",,14,"PARJEBO, Brown Chayee (UP) ",,,,,,9,
"FARHAT, David M. (FDP) ",,,0,"KANNAH, Amos Querty (CDC) ",,11,"WHYEE, Kai-Matthew  (CDC) ",,,,,,205,
"JALLAH, Armah Zolu (NPL) ",,,0,"NYENABO, Isaac Wehyee (NDPL) ",,91,,"Valid Votes: ",,,,,317,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,5,"SANDY, William Cheyety (COTOL) ",,285,,"Invalid Votes: ",,,,,10,
"KIADII, George Momodu (NATVIPOL) ",,,0,"SAYDEE, Augustine N. (CDC) ",,41,,"Total Votes: ",,,,,327,
"KIEH, JR., George Klay (NDM) ",,,0,"SLANGER, Edward N. (LPL) ",,9,,,,,,,,
"KORTO, Joseph D. Z. (LERP) ",,,0,"WALLACE, John N. (UP) ",,7,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,,"Valid Votes: ",581,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,6,,"Invalid Ballots: ",21,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,0,,"Valid Votes + Invalid Ballots: ",602,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,,,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,2,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,1,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,0,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,1,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,298,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,0,,,,,,,,,,,
,"Valid Votes: ",,318,,,,,,,,,,,
,"Invalid Votes: ",,11,,,,,,,,,,,
,"Total Votes: ",,329,,,,,,,,,,,
"Precinct: 15006 ","Polling Place: ",1,,,,,"Total: 309 ","Age 18-27: 29.4% ","Age 48-57: ",,"6.8%",,,
"Pouh Tow n Public School, Pouh Tow n, Grand Gedeh ",,,,,,,"Males: 43.0% Females: 57.0% ","Age 28-37: 22.3% Age 38-47: 14.9% ","Age 57-68: Age 68+: ",,"9.4%17.2%",,,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Grand Gedeh ",,"Grand Gedeh, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,1,"BOONS, Seward K. (NDPL) ",,5,"GBIEOR, Rufus Wonblayon (NDM) ",,,,,,79,
"BRUMSKINE, Charles Walker (LP) ",,,5,"DENNIS, Annie Suah (LP) ",,58,"GLEN, Jomael Nyonplu (NDPL) ",,,,,,12,
"CONNEH, Sekou Damate (PRODEM) ",,,0,"DWUYE, SR., Philip Bayor (COTOL) ",,5,"KARYEE, William Surveyea (COTOL) ",,,,,,18,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"GAYE, Alphonso G. (UP) ",,43,"PARJEBO, Brown Chayee (UP) ",,,,,,20,
"FARHAT, David M. (FDP) ",,,0,"KANNAH, Amos Querty (CDC) ",,18,"WHYEE, Kai-Matthew  (CDC) ",,,,,,119,
"JALLAH, Armah Zolu (NPL) ",,,0,"NYENABO, Isaac Wehyee (NDPL) ",,129,,"Valid Votes: ",,,,,248,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,20,"SANDY, William Cheyety (COTOL) ",,183,,"Invalid Votes: ",,,,,5,
"KIADII, George Momodu (NATVIPOL) ",,,0,"SAYDEE, Augustine N. (CDC) ",,40,,"Total Votes: ",,,,,253,
"KIEH, JR., George Klay (NDM) ",,,1,"SLANGER, Edward N. (LPL) ",,12,,,,,,,,
"KORTO, Joseph D. Z. (LERP) ",,,0,"WALLACE, John N. (UP) ",,6,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,,"Valid Votes: ",499,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,3,,"Invalid Ballots: ",2,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,0,,"Valid Votes + Invalid Ballots: ",501,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,,,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,1,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,0,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,3,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,217,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,2,,,,,,,,,,,
,"Valid Votes: ",,253,,,,,,,,,,,
,"Invalid Votes: ",,0,,,,,,,,,,,
,"Total Votes: ",,253,,,,,,,,,,,
"Precinct: 15006 ","Polling Place: ",2,,,,,"Total: 297 ","Age 18-27: 32.7% ","Age 48-57: ",,"5.7%",,,
"Pouh Tow n Public School, Pouh Tow n, Grand Gedeh ",,,,,,,"Males: 46.1% Females: 53.9% ","Age 28-37: 28.3% Age 38-47: 11.4% ","Age 57-68: Age 68+: ",,"7.1%14.8%",,,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Grand Gedeh ",,"Grand Gedeh, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,1,"BOONS, Seward K. (NDPL) ",,13,"GBIEOR, Rufus Wonblayon (NDM) ",,,,,,113,
"BRUMSKINE, Charles Walker (LP) ",,,8,"DENNIS, Annie Suah (LP) ",,61,"GLEN, Jomael Nyonplu (NDPL) ",,,,,,10,
"CONNEH, Sekou Damate (PRODEM) ",,,0,"DWUYE, SR., Philip Bayor (COTOL) ",,6,"KARYEE, William Surveyea (COTOL) ",,,,,,17,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"GAYE, Alphonso G. (UP) ",,29,"PARJEBO, Brown Chayee (UP) ",,,,,,34,
"FARHAT, David M. (FDP) ",,,0,"KANNAH, Amos Querty (CDC) ",,11,"WHYEE, Kai-Matthew  (CDC) ",,,,,,68,
"JALLAH, Armah Zolu (NPL) ",,,0,"NYENABO, Isaac Wehyee (NDPL) ",,139,,"Valid Votes: ",,,,,242,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,13,"SANDY, William Cheyety (COTOL) ",,148,,"Invalid Votes: ",,,,,13,
"KIADII, George Momodu (NATVIPOL) ",,,0,"SAYDEE, Augustine N. (CDC) ",,37,,"Total Votes: ",,,,,255,
"KIEH, JR., George Klay (NDM) ",,,1,"SLANGER, Edward N. (LPL) ",,16,,,,,,,,
"KORTO, Joseph D. Z. (LERP) ",,,0,"WALLACE, John N. (UP) ",,10,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,,"Valid Votes: ",470,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,4,,"Invalid Ballots: ",6,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,0,,"Valid Votes + Invalid Ballots: ",476,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,,,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,1,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,1,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,0,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,220,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,0,,,,,,,,,,,
,"Valid Votes: ",,249,,,,,,,,,,,
,"Invalid Votes: ",,7,,,,,,,,,,,
,"Total Votes: ",,256,,,,,,,,,,,
"Precinct: 15007 ","Polling Place: ",1,,,,,"Total: 322 ","Age 18-27: 36.0% ","Age 48-57: ",,"11.2%",,,
"Polar Tow n Public School, Polar Tow n, Grand Gedeh ",,,,,,,"Males: 46.9% Females: 53.1% ","Age 28-37: 15.8% Age 38-47: 9.9% ","Age 57-68: Age 68+: ",,"9.9%17.1%",,,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Grand Gedeh ",,"Grand Gedeh, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,0,"BOONS, Seward K. (NDPL) ",,8,"GBIEOR, Rufus Wonblayon (NDM) ",,,,,,2,
"BRUMSKINE, Charles Walker (LP) ",,,0,"DENNIS, Annie Suah (LP) ",,66,"GLEN, Jomael Nyonplu (NDPL) ",,,,,,72,
"CONNEH, Sekou Damate (PRODEM) ",,,0,"DWUYE, SR., Philip Bayor (COTOL) ",,4,"KARYEE, William Surveyea (COTOL) ",,,,,,16,
"DIVINE, SR., Samuel Raymond (Ind) ",,,1,"GAYE, Alphonso G. (UP) ",,4,"PARJEBO, Brown Chayee (UP) ",,,,,,8,
"FARHAT, David M. (FDP) ",,,0,"KANNAH, Amos Querty (CDC) ",,8,"WHYEE, Kai-Matthew  (CDC) ",,,,,,177,
"JALLAH, Armah Zolu (NPL) ",,,0,"NYENABO, Isaac Wehyee (NDPL) ",,131,,"Valid Votes: ",,,,,275,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,2,"SANDY, William Cheyety (COTOL) ",,231,,"Invalid Votes: ",,,,,1,
"KIADII, George Momodu (NATVIPOL) ",,,0,"SAYDEE, Augustine N. (CDC) ",,58,,"Total Votes: ",,,,,276,
"KIEH, JR., George Klay (NDM) ",,,0,"SLANGER, Edward N. (LPL) ",,5,,,,,,,,
"KORTO, Joseph D. Z. (LERP) ",,,0,"WALLACE, John N. (UP) ",,33,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,,"Valid Votes: ",548,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,2,,"Invalid Ballots: ",1,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,0,,"Valid Votes + Invalid Ballots: ",549,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,,,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,1,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,0,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,1,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,270,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,0,,,,,,,,,,,
,"Valid Votes: ",,277,,,,,,,,,,,
,"Invalid Votes: ",,1,,,,,,,,,,,
,"Total Votes: ",,278,,,,,,,,,,,
"Precinct: 15007 ","Polling Place: ",2,,,,,"Total: 347 ","Age 18-27: 36.0% ","Age 48-57: ",,"8.6%",,,
"Polar Tow n Public School, Polar Tow n, Grand Gedeh ",,,,,,,"Males: 41.8% Females: 58.2% ","Age 28-37: 20.2% Age 38-47: 13.8% ","Age 57-68: Age 68+: ",,"8.4%13.0%",,,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Grand Gedeh ",,"Grand Gedeh, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,0,"BOONS, Seward K. (NDPL) ",,9,"GBIEOR, Rufus Wonblayon (NDM) ",,,,,,2,
"BRUMSKINE, Charles Walker (LP) ",,,0,"DENNIS, Annie Suah (LP) ",,40,"GLEN, Jomael Nyonplu (NDPL) ",,,,,,77,
"CONNEH, Sekou Damate (PRODEM) ",,,0,"DWUYE, SR., Philip Bayor (COTOL) ",,13,"KARYEE, William Surveyea (COTOL) ",,,,,,4,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"GAYE, Alphonso G. (UP) ",,10,"PARJEBO, Brown Chayee (UP) ",,,,,,10,
"FARHAT, David M. (FDP) ",,,0,"KANNAH, Amos Querty (CDC) ",,14,"WHYEE, Kai-Matthew  (CDC) ",,,,,,204,
"JALLAH, Armah Zolu (NPL) ",,,0,"NYENABO, Isaac Wehyee (NDPL) ",,138,,"Valid Votes: ",,,,,297,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,2,"SANDY, William Cheyety (COTOL) ",,258,,"Invalid Votes: ",,,,,0,
"KIADII, George Momodu (NATVIPOL) ",,,0,"SAYDEE, Augustine N. (CDC) ",,90,,"Total Votes: ",,,,,297,
"KIEH, JR., George Klay (NDM) ",,,0,"SLANGER, Edward N. (LPL) ",,4,,,,,,,,
"KORTO, Joseph D. Z. (LERP) ",,,0,"WALLACE, John N. (UP) ",,14,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,,"Valid Votes: ",590,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,0,,"Invalid Ballots: ",1,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,0,,"Valid Votes + Invalid Ballots: ",591,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,,,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,0,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,0,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,0,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,295,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,0,,,,,,,,,,,
,"Valid Votes: ",,297,,,,,,,,,,,
,"Invalid Votes: ",,0,,,,,,,,,,,
,"Total Votes: ",,297,,,,,,,,,,,
"Precinct: 15008 ","Polling Place: ",1,,,,,"Total: 319 ","Age 18-27: 34.2% ","Age 48-57: ",,"12.5%",,,
"Jarw odee Public School, Jarw odee Tow n, Grand Gedeh ",,,,,,,"Males: 45.1% Females: 54.9% ","Age 28-37: 21.3% Age 38-47: 12.9% ","Age 57-68: Age 68+: ",,"9.7%9.4%",,,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Grand Gedeh ",,"Grand Gedeh, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,0,"BOONS, Seward K. (NDPL) ",,87,"GBIEOR, Rufus Wonblayon (NDM) ",,,,,,1,
"BRUMSKINE, Charles Walker (LP) ",,,0,"DENNIS, Annie Suah (LP) ",,13,"GLEN, Jomael Nyonplu (NDPL) ",,,,,,92,
"CONNEH, Sekou Damate (PRODEM) ",,,1,"DWUYE, SR., Philip Bayor (COTOL) ",,14,"KARYEE, William Surveyea (COTOL) ",,,,,,63,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"GAYE, Alphonso G. (UP) ",,12,"PARJEBO, Brown Chayee (UP) ",,,,,,79,
"FARHAT, David M. (FDP) ",,,0,"KANNAH, Amos Querty (CDC) ",,22,"WHYEE, Kai-Matthew  (CDC) ",,,,,,32,
"JALLAH, Armah Zolu (NPL) ",,,0,"NYENABO, Isaac Wehyee (NDPL) ",,139,,"Valid Votes: ",,,,,267,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,4,"SANDY, William Cheyety (COTOL) ",,136,,"Invalid Votes: ",,,,,0,
"KIADII, George Momodu (NATVIPOL) ",,,0,"SAYDEE, Augustine N. (CDC) ",,24,,"Total Votes: ",,,,,267,
"KIEH, JR., George Klay (NDM) ",,,0,"SLANGER, Edward N. (LPL) ",,14,,,,,,,,
"KORTO, Joseph D. Z. (LERP) ",,,0,"WALLACE, John N. (UP) ",,36,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,,"Valid Votes: ",497,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,1,,"Invalid Ballots: ",4,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,0,,"Valid Votes + Invalid Ballots: ",501,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,,,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,0,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,1,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,2,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,1,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,255,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,0,,,,,,,,,,,
,"Valid Votes: ",,265,,,,,,,,,,,
,"Invalid Votes: ",,2,,,,,,,,,,,
,"Total Votes: ",,267,,,,,,,,,,,
"Precinct: 15008 ","Polling Place: ",2,,,,,"Total: 324 ","Age 18-27: 36.7% ","Age 48-57: ",,"13.0%",,,
"Jarw odee Public School, Jarw odee Tow n, Grand Gedeh ",,,,,,,"Males: 51.5% Females: 48.5% ","Age 28-37: 21.0% Age 38-47: 11.7% ","Age 57-68: Age 68+: ",,"6.8%10.8%",,,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Grand Gedeh ",,"Grand Gedeh, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,0,"BOONS, Seward K. (NDPL) ",,82,"GBIEOR, Rufus Wonblayon (NDM) ",,,,,,1,
"BRUMSKINE, Charles Walker (LP) ",,,0,"DENNIS, Annie Suah (LP) ",,17,"GLEN, Jomael Nyonplu (NDPL) ",,,,,,80,
"CONNEH, Sekou Damate (PRODEM) ",,,2,"DWUYE, SR., Philip Bayor (COTOL) ",,7,"KARYEE, William Surveyea (COTOL) ",,,,,,53,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"GAYE, Alphonso G. (UP) ",,8,"PARJEBO, Brown Chayee (UP) ",,,,,,76,
"FARHAT, David M. (FDP) ",,,0,"KANNAH, Amos Querty (CDC) ",,20,"WHYEE, Kai-Matthew  (CDC) ",,,,,,54,
"JALLAH, Armah Zolu (NPL) ",,,0,"NYENABO, Isaac Wehyee (NDPL) ",,171,,"Valid Votes: ",,,,,264,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,8,"SANDY, William Cheyety (COTOL) ",,124,,"Invalid Votes: ",,,,,1,
"KIADII, George Momodu (NATVIPOL) ",,,0,"SAYDEE, Augustine N. (CDC) ",,26,,"Total Votes: ",,,,,265,
"KIEH, JR., George Klay (NDM) ",,,0,"SLANGER, Edward N. (LPL) ",,9,,,,,,,,
"KORTO, Joseph D. Z. (LERP) ",,,0,"WALLACE, John N. (UP) ",,48,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,,"Valid Votes: ",512,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,0,,"Invalid Ballots: ",0,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,0,,"Valid Votes + Invalid Ballots: ",512,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,,,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,3,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,0,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,1,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,251,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,0,,,,,,,,,,,
,"Valid Votes: ",,265,,,,,,,,,,,
,"Invalid Votes: ",,1,,,,,,,,,,,
,"Total Votes: ",,266,,,,,,,,,,,
"Precinct: 15009 ","Polling Place: ",1,,,,,"Total: 526 ","Age 18-27: 34.6% ","Age 48-57: ",,"12.7%",,,
"Gbarkeh Tow n Palava hut, Gbarkeh Tow n, Grand Gedeh ",,,,,,,"Males: 42.4% Females: 57.6% ","Age 28-37: 17.9% Age 38-47: 12.5% ","Age 57-68: Age 68+: ",,"11.4%10.8%",,,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Grand Gedeh ",,"Grand Gedeh, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,0,"BOONS, Seward K. (NDPL) ",,68,"GBIEOR, Rufus Wonblayon (NDM) ",,,,,,1,
"BRUMSKINE, Charles Walker (LP) ",,,0,"DENNIS, Annie Suah (LP) ",,4,"GLEN, Jomael Nyonplu (NDPL) ",,,,,,170,
"CONNEH, Sekou Damate (PRODEM) ",,,0,"DWUYE, SR., Philip Bayor (COTOL) ",,3,"KARYEE, William Surveyea (COTOL) ",,,,,,2,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"GAYE, Alphonso G. (UP) ",,4,"PARJEBO, Brown Chayee (UP) ",,,,,,5,
"FARHAT, David M. (FDP) ",,,0,"KANNAH, Amos Querty (CDC) ",,12,"WHYEE, Kai-Matthew  (CDC) ",,,,,,283,
"JALLAH, Armah Zolu (NPL) ",,,0,"NYENABO, Isaac Wehyee (NDPL) ",,259,,"Valid Votes: ",,,,,461,
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,2,"SANDY, William Cheyety (COTOL) ",,405,,"Invalid Votes: ",,,,,3,
"KIADII, George Momodu (NATVIPOL) ",,,0,"SAYDEE, Augustine N. (CDC) ",,136,,"Total Votes: ",,,,,464,
"KIEH, JR., George Klay (NDM) ",,,0,"SLANGER, Edward N. (LPL) ",,10,,,,,,,,
"KORTO, Joseph D. Z. (LERP) ",,,0,"WALLACE, John N. (UP) ",,6,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,,"Valid Votes: ",907,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,0,,"Invalid Ballots: ",4,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,0,,"Valid Votes + Invalid Ballots: ",911,,,,,,,,
"MORLU, John Sembe (UDA) ",,,0,,,,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,0,,,,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,0,,,,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,0,,,,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,0,,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,0,,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,1,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,459,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,0,,,,,,,,,,,
,"Valid Votes: ",,462,,,,,,,,,,,
,"Invalid Votes: ",,3,,,,,,,,,,,
,"Total Votes: ",,465,,,,,,,,,,,
"Precinct: 15010 ","Polling Place: ",1,,,,,"Total: 338 ","Age 18-27: 30.5% ","Age 48-57: ",,"13.9%",,,
"Chayee Tow n Palava Hut, Chayee Tow n, Grand Gedeh ",,,,,,,"Males: 49.1% Females: 50.9% ","Age 28-37: 27.8% Age 38-47: 15.4% ","Age 57-68: Age 68+: ",,"4.7%7.7%",,,
,,,,,"Senate ",,,"House of Representatives",,,,,,
"President and Vice-President ",,,,,"Grand Gedeh ",,"Grand Gedeh, Electoral District 1",,,,,,,
"Candidate ",,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes",
"BARNES, Milton Nathaniel (LDP) ",,,0,"BOONS, Seward K. (NDPL) ",,117,"GBIEOR, Rufus Wonblayon (NDM) ",,,,,,2,
"BRUMSKINE, Charles Walker (LP) ",,,0,"DENNIS, Annie Suah (LP) ",,9,"GLEN, Jomael Nyonplu (NDPL) ",,,,,,2,
"CONNEH, Sekou Damate (PRODEM) ",,,0,"DWUYE, SR., Philip Bayor (COTOL) ",,6,"KARYEE, William Surveyea (COTOL) ",,,,,,294,
"DIVINE, SR., Samuel Raymond (Ind) ",,,0,"GAYE, Alphonso G. (UP) ",,100,"PARJEBO, Brown Chayee (UP) ",,,,,,0,
