Precinct: 24001 ,Polling Place: ,1 ,"","","","",Total: 468 ,Age 18-27: 34.4% ,Age 48-57: ,"","",11.3%,""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"MULBAH, SR., Michael S. (COTOL) ","",1,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",0 ,"NEBLETT, James Adof (NRP) ","",0,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"PENNEH, John M. (NDPL) ","",1,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",1 ,"TOWNSEND, Clarence Benjamin (RULP) ","",0,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",7 ,"WYMON, Benjamin Kolo-V. (LP) ","",27,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",0 ,"",Valid Votes: ,80,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",0 ,"",Invalid Ballots: ,1,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",0 ,"",Valid Votes + Invalid Ballots: ,81,"","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",1,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",4,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",42,"","","","","","","","","",""
"",Invalid Votes: ,"","",7,"","","","","","","","","",""
"",Total Votes: ,"","",49,"","","","","","","","","",""
Precinct: 24034 ,Polling Place: ,1 ,"","","","","",Total: 226 ,Age 18-27: 26.1% ,Age 48-57: ,"","",10.6%,""
"Palava Tow n, Wohn, Margibi ","","","","","","","",Males: 42.0% Females: 58.0% ,Age 28-37: 30.1% Age 38-47: 18.1% ,Age 58-67: Age 68+: ,"","",9.3%5.8%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Margibi ,"","","Margibi, Electoral District 1","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",1 ,"BENNIE, Charles D. (RULP) ","",11 ,"CEMBIANOR, Nyumah Tamba (CDC) ","","","","","",4
"BRUMSKINE, Charles Walker (LP) ","","","",14 ,"BOWIER, Joseph Jensen (UP) ","",7 ,"COOPER, Joseph Saah (NPP) ","","","","","",8
"CONNEH, Sekou Damate (PRODEM) ","","","",2 ,"DAVIS, Bestus Peter (NPP) ","",4 ,"FOFANAH, Sansee Karpeh (UP) ","","","","","",7
"DIVINE, SR., Samuel Raymond (Ind) ","","","",1 ,"DENNIS, William E. (UP) ","",18 ,"LORYEE, Henry B. (LP) ","","","","","",6
"FARHAT, David M. (FDP) ","","","",1 ,"FAHN, Sampson Bedell (NPP) ","",2 ,"NUQUAY, Emmanuel James (Ind) ","","","","","",43
"JALLAH, Armah Zolu (NPL) ","","","",1 ,"GARNEO, Abraham B.Y. Jusu (APD) ","",1 ,"SHERIFF, Tejan Cheik (NRP) ","","","","","",6
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",10 ,"GARWON, A. Sylvester  (CDC) ","",0 ,"SONII, Dao Ansu (COTOL) ","","","","","",79
"KIADII, George Momodu (NATVIPOL) ","","","",0 ,"JAH, Clarice Alpha (LP) ","",7 ,"",Valid Votes: ,"","","","",153
"KIEH, JR., George Klay (NDM) ","","","",0 ,"KAINE, Roland Cooper (CDC) ","",16 ,"",Invalid Votes: ,"","","","",18
"KORTO, Joseph D. Z. (LERP) ","","","",0 ,"KROMAH, Mohamed Taqii (NRP) ","",6 ,"",Total Votes: ,"","","","",171
"KPOTO, Robert Momo (ULD) ","","","",0 ,"LEITAL, Joe Roberts (COTOL) ","",80,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",0 ,"MULBAH, SR., Michael S. (COTOL) ","",21,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",4 ,"NEBLETT, James Adof (NRP) ","",5,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",1 ,"PENNEH, John M. (NDPL) ","",100,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",1 ,"TOWNSEND, Clarence Benjamin (RULP) ","",3,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",32 ,"WYMON, Benjamin Kolo-V. (LP) ","",6,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",1 ,"",Valid Votes: ,287,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",1 ,"",Invalid Ballots: ,13,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",4 ,"",Valid Votes + Invalid Ballots: ,300,"","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",54,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",23,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",2,"","","","","","","","","",""
"",Valid Votes: ,"","",153,"","","","","","","","","",""
"",Invalid Votes: ,"","",21,"","","","","","","","","",""
"",Total Votes: ,"","",174,"","","","","","","","","",""
Precinct: 24035 ,Polling Place: ,1 ,"","","","","",Total: 531 ,Age 18-27: 49.7% ,Age 48-57: ,"","",6.0%,""
"Dining Hall, BWI Area, Margibi ","","","","","","","",Males: 61.0% Females: 39.0% ,Age 28-37: 27.3% Age 38-47: 13.4% ,Age 58-67: Age 68+: ,"","",2.4%1.1%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Margibi ,"","","Margibi, Electoral District 2","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",2 ,"BENNIE, Charles D. (RULP) ","",52 ,"BUWAY, John Z. (FDP) ","","","","","",30
"BRUMSKINE, Charles Walker (LP) ","","","",40 ,"BOWIER, Joseph Jensen (UP) ","",34 ,"DENNIS, Joseph S. (UDA) ","","","","","",35
"CONNEH, Sekou Damate (PRODEM) ","","","",0 ,"DAVIS, Bestus Peter (NPP) ","",24 ,"GWESA, C. Lawuo (COTOL) ","","","","","",50
"DIVINE, SR., Samuel Raymond (Ind) ","","","",3 ,"DENNIS, William E. (UP) ","",70 ,"JALLAH, Kollie Sorsor (CDC) ","","","","","",53
"FARHAT, David M. (FDP) ","","","",0 ,"FAHN, Sampson Bedell (NPP) ","",55 ,"LACKIE, Ansu Washington (UP) ","","","","","",90
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"GARNEO, Abraham B.Y. Jusu (APD) ","",6 ,"NEBLETT, Nanuh Prince (LP) ","","","","","",22
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",126 ,"GARWON, A. Sylvester  (CDC) ","",24 ,"SNOH, Mc-Hilary Malawi (NPP) ","","","","","",50
"KIADII, George Momodu (NATVIPOL) ","","","",1 ,"JAH, Clarice Alpha (LP) ","",91 ,"",Valid Votes: ,"","","","",330
"KIEH, JR., George Klay (NDM) ","","","",0 ,"KAINE, Roland Cooper (CDC) ","",83 ,"",Invalid Votes: ,"","","","",9
"KORTO, Joseph D. Z. (LERP) ","","","",1 ,"KROMAH, Mohamed Taqii (NRP) ","",8 ,"",Total Votes: ,"","","","",339
"KPOTO, Robert Momo (ULD) ","","","",1 ,"LEITAL, Joe Roberts (COTOL) ","",89,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",1 ,"MULBAH, SR., Michael S. (COTOL) ","",13,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",34 ,"NEBLETT, James Adof (NRP) ","",12,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"PENNEH, John M. (NDPL) ","",22,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",1 ,"TOWNSEND, Clarence Benjamin (RULP) ","",13,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",10 ,"WYMON, Benjamin Kolo-V. (LP) ","",60,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",2 ,"",Valid Votes: ,656,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",10 ,"",Invalid Ballots: ,8,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",1 ,"",Valid Votes + Invalid Ballots: ,664,"","","","","","",""
"","","","","",Notes from County Office:,"","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",49 ,Invalid votes not included on CO2.Error rectified.,"","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",56,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",1,"","","","","","","","","",""
"",Valid Votes: ,"","",339,"","","","","","","","","",""
"",Invalid Votes: ,"","",6,"","","","","","","","","",""
"",Total Votes: ,"","",345,"","","","","","","","","",""
Precinct: 24035 ,Polling Place: ,2 ,"","","","","",Total: 537 ,Age 18-27: 53.4% ,Age 48-57: ,"","",6.1%,""
"Dining Hall, BWI Area, Margibi ","","","","","","","",Males: 67.0% Females: 33.0% ,Age 28-37: 22.9% Age 38-47: 11.9% ,Age 58-67: Age 68+: ,"","",3.9%1.7%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Margibi ,"","","Margibi, Electoral District 2","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",3 ,"BENNIE, Charles D. (RULP) ","",48 ,"BUWAY, John Z. (FDP) ","","","","","",27
"BRUMSKINE, Charles Walker (LP) ","","","",35 ,"BOWIER, Joseph Jensen (UP) ","",35 ,"DENNIS, Joseph S. (UDA) ","","","","","",42
"CONNEH, Sekou Damate (PRODEM) ","","","",1 ,"DAVIS, Bestus Peter (NPP) ","",23 ,"GWESA, C. Lawuo (COTOL) ","","","","","",50
"DIVINE, SR., Samuel Raymond (Ind) ","","","",1 ,"DENNIS, William E. (UP) ","",92 ,"JALLAH, Kollie Sorsor (CDC) ","","","","","",50
"FARHAT, David M. (FDP) ","","","",1 ,"FAHN, Sampson Bedell (NPP) ","",48 ,"LACKIE, Ansu Washington (UP) ","","","","","",98
"JALLAH, Armah Zolu (NPL) ","","","",2 ,"GARNEO, Abraham B.Y. Jusu (APD) ","",15 ,"NEBLETT, Nanuh Prince (LP) ","","","","","",27
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",137 ,"GARWON, A. Sylvester  (CDC) ","",22 ,"SNOH, Mc-Hilary Malawi (NPP) ","","","","","",42
"KIADII, George Momodu (NATVIPOL) ","","","",0 ,"JAH, Clarice Alpha (LP) ","",55 ,"",Valid Votes: ,"","","","",336
"KIEH, JR., George Klay (NDM) ","","","",0 ,"KAINE, Roland Cooper (CDC) ","",83 ,"",Invalid Votes: ,"","","","",11
"KORTO, Joseph D. Z. (LERP) ","","","",1 ,"KROMAH, Mohamed Taqii (NRP) ","",3 ,"",Total Votes: ,"","","","",347
"KPOTO, Robert Momo (ULD) ","","","",0 ,"LEITAL, Joe Roberts (COTOL) ","",88,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",1 ,"MULBAH, SR., Michael S. (COTOL) ","",10,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",30 ,"NEBLETT, James Adof (NRP) ","",15,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"PENNEH, John M. (NDPL) ","",26,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"TOWNSEND, Clarence Benjamin (RULP) ","",10,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",9 ,"WYMON, Benjamin Kolo-V. (LP) ","",43,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",1 ,"",Valid Votes: ,616,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",5 ,"",Invalid Ballots: ,13,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",3 ,"",Valid Votes + Invalid Ballots: ,629,"","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",50,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",68,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",0,"","","","","","","","","",""
"",Valid Votes: ,"","",348,"","","","","","","","","",""
"",Invalid Votes: ,"","",5,"","","","","","","","","",""
"",Total Votes: ,"","",353,"","","","","","","","","",""
Precinct: 24035 ,Polling Place: ,3 ,"","","","","",Total: 515 ,Age 18-27: 52.4% ,Age 48-57: ,"","",6.4%,""
"Dining Hall, BWI Area, Margibi ","","","","","","","",Males: 60.2% Females: 39.8% ,Age 28-37: 23.3% Age 38-47: 12.8% ,Age 58-67: Age 68+: ,"","",3.7%1.4%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",Margibi ,"","","Margibi, Electoral District 2","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",3 ,"BENNIE, Charles D. (RULP) ","",46 ,"BUWAY, John Z. (FDP) ","","","","","",32
"BRUMSKINE, Charles Walker (LP) ","","","",31 ,"BOWIER, Joseph Jensen (UP) ","",34 ,"DENNIS, Joseph S. (UDA) ","","","","","",32
"CONNEH, Sekou Damate (PRODEM) ","","","",1 ,"DAVIS, Bestus Peter (NPP) ","",23 ,"GWESA, C. Lawuo (COTOL) ","","","","","",45
"DIVINE, SR., Samuel Raymond (Ind) ","","","",0 ,"DENNIS, William E. (UP) ","",68 ,"JALLAH, Kollie Sorsor (CDC) ","","","","","",37
"FARHAT, David M. (FDP) ","","","",0 ,"FAHN, Sampson Bedell (NPP) ","",39 ,"LACKIE, Ansu Washington (UP) ","","","","","",87
"JALLAH, Armah Zolu (NPL) ","","","",0 ,"GARNEO, Abraham B.Y. Jusu (APD) ","",11 ,"NEBLETT, Nanuh Prince (LP) ","","","","","",25
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",123 ,"GARWON, A. Sylvester  (CDC) ","",24 ,"SNOH, Mc-Hilary Malawi (NPP) ","","","","","",37
"KIADII, George Momodu (NATVIPOL) ","","","",1 ,"JAH, Clarice Alpha (LP) ","",72 ,"",Valid Votes: ,"","","","",295
"KIEH, JR., George Klay (NDM) ","","","",0 ,"KAINE, Roland Cooper (CDC) ","",54 ,"",Invalid Votes: ,"","","","",16
"KORTO, Joseph D. Z. (LERP) ","","","",0 ,"KROMAH, Mohamed Taqii (NRP) ","",12 ,"",Total Votes: ,"","","","",311
"KPOTO, Robert Momo (ULD) ","","","",0 ,"LEITAL, Joe Roberts (COTOL) ","",78,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",2 ,"MULBAH, SR., Michael S. (COTOL) ","",9,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",32 ,"NEBLETT, James Adof (NRP) ","",11,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",1 ,"PENNEH, John M. (NDPL) ","",27,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"TOWNSEND, Clarence Benjamin (RULP) ","",13,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",6 ,"WYMON, Benjamin Kolo-V. (LP) ","",36,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",0 ,"",Valid Votes: ,557,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",2 ,"",Invalid Ballots: ,8,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",5 ,"",Valid Votes + Invalid Ballots: ,565,"","","","","","",""
"","","","","",Notes from County Office:,"","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",44 ,Errors on co2 detected and rectified,"","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",50,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",1,"","","","","","","","","",""
"",Valid Votes: ,"","",302,"","","","","","","","","",""
"",Invalid Votes: ,"","",11,"","","","","","","","","",""
"",Total Votes: ,"","",313,"","","","","","","","","",""
Precinct: 24036 ,Polling Place: ,1 ,"","","","",Total: 542 ,Age 18-27: 48.0% ,Age 48-57: ,"","",7.9%,""
"Evening Star Baptist School, Mandingo Quarter, Margibi ","","","","","","",Males: 51.8% Females: 48.2% ,Age 28-37: 23.6% Age 38-47: 13.8% ,Age 58-67: Age 68+: ,"","",4.2%2.4%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Margibi ,"","","Margibi, Electoral District 2","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",8 ,"BENNIE, Charles D. (RULP) ","",41 ,"BUWAY, John Z. (FDP) ","","","","","",41
"BRUMSKINE, Charles Walker (LP) ","","",46 ,"BOWIER, Joseph Jensen (UP) ","",28 ,"DENNIS, Joseph S. (UDA) ","","","","","",54
"CONNEH, Sekou Damate (PRODEM) ","","",1 ,"DAVIS, Bestus Peter (NPP) ","",26 ,"GWESA, C. Lawuo (COTOL) ","","","","","",60
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"DENNIS, William E. (UP) ","",68 ,"JALLAH, Kollie Sorsor (CDC) ","","","","","",62
"FARHAT, David M. (FDP) ","","",1 ,"FAHN, Sampson Bedell (NPP) ","",35 ,"LACKIE, Ansu Washington (UP) ","","","","","",89
"JALLAH, Armah Zolu (NPL) ","","",0 ,"GARNEO, Abraham B.Y. Jusu (APD) ","",7 ,"NEBLETT, Nanuh Prince (LP) ","","","","","",33
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",147 ,"GARWON, A. Sylvester  (CDC) ","",33 ,"SNOH, Mc-Hilary Malawi (NPP) ","","","","","",37
"KIADII, George Momodu (NATVIPOL) ","","",0 ,"JAH, Clarice Alpha (LP) ","",57 ,"",Valid Votes: ,"","","","",376
"KIEH, JR., George Klay (NDM) ","","",1 ,"KAINE, Roland Cooper (CDC) ","",136 ,"",Invalid Votes: ,"","","","",18
"KORTO, Joseph D. Z. (LERP) ","","",1 ,"KROMAH, Mohamed Taqii (NRP) ","",26 ,"",Total Votes: ,"","","","",394
"","","","","","","",Notes from County Office:,"","","","","",""
"KPOTO, Robert Momo (ULD) ","","",3 ,"LEITAL, Joe Roberts (COTOL) ","",110 ,ERROR IN CALCULATION,"","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",20 ,"MULBAH, SR., Michael S. (COTOL) ","",5,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",37 ,"NEBLETT, James Adof (NRP) ","",48,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",2 ,"PENNEH, John M. (NDPL) ","",14,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",1 ,"TOWNSEND, Clarence Benjamin (RULP) ","",7,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",17 ,"WYMON, Benjamin Kolo-V. (LP) ","",58,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",1 ,"",Valid Votes: ,699,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",5 ,"",Invalid Ballots: ,7,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",3 ,"",Valid Votes + Invalid Ballots: ,706,"","","","","","",""
"","","","",Notes from County Office:,"","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",37 ,CALCULATIO ERROR DETECTED &RECTIFIED.,"","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",63,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",1,"","","","","","","","","",""
"",Valid Votes: ,"",395,"","","","","","","","","",""
"",Invalid Votes: ,"",4,"","","","","","","","","",""
"",Total Votes: ,"",399,"","","","","","","","","",""
Precinct: 24036 ,Polling Place: ,2 ,"","","","",Total: 515 ,Age 18-27: 44.7% ,Age 48-57: ,"","",6.8%,""
"Evening Star Baptist School, Mandingo Quarter, Margibi ","","","","","","",Males: 51.5% Females: 48.5% ,Age 28-37: 25.0% Age 38-47: 16.5% ,Age 58-67: Age 68+: ,"","",4.1%2.9%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Margibi ,"","","Margibi, Electoral District 2","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",3 ,"BENNIE, Charles D. (RULP) ","",30 ,"BUWAY, John Z. (FDP) ","","","","","",37
"BRUMSKINE, Charles Walker (LP) ","","",53 ,"BOWIER, Joseph Jensen (UP) ","",23 ,"DENNIS, Joseph S. (UDA) ","","","","","",41
"CONNEH, Sekou Damate (PRODEM) ","","",0 ,"DAVIS, Bestus Peter (NPP) ","",14 ,"GWESA, C. Lawuo (COTOL) ","","","","","",53
"DIVINE, SR., Samuel Raymond (Ind) ","","",0 ,"DENNIS, William E. (UP) ","",61 ,"JALLAH, Kollie Sorsor (CDC) ","","","","","",80
"FARHAT, David M. (FDP) ","","",0 ,"FAHN, Sampson Bedell (NPP) ","",30 ,"LACKIE, Ansu Washington (UP) ","","","","","",88
"JALLAH, Armah Zolu (NPL) ","","",1 ,"GARNEO, Abraham B.Y. Jusu (APD) ","",9 ,"NEBLETT, Nanuh Prince (LP) ","","","","","",34
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",95 ,"GARWON, A. Sylvester  (CDC) ","",28 ,"SNOH, Mc-Hilary Malawi (NPP) ","","","","","",27
"KIADII, George Momodu (NATVIPOL) ","","",0 ,"JAH, Clarice Alpha (LP) ","",91 ,"",Valid Votes: ,"","","","",360
"KIEH, JR., George Klay (NDM) ","","",2 ,"KAINE, Roland Cooper (CDC) ","",137 ,"",Invalid Votes: ,"","","","",16
"KORTO, Joseph D. Z. (LERP) ","","",0 ,"KROMAH, Mohamed Taqii (NRP) ","",26 ,"",Total Votes: ,"","","","",376
"KPOTO, Robert Momo (ULD) ","","",2 ,"LEITAL, Joe Roberts (COTOL) ","",112,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",18 ,"MULBAH, SR., Michael S. (COTOL) ","",8,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",34 ,"NEBLETT, James Adof (NRP) ","",38,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",2 ,"PENNEH, John M. (NDPL) ","",14,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",2 ,"TOWNSEND, Clarence Benjamin (RULP) ","",9,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",25 ,"WYMON, Benjamin Kolo-V. (LP) ","",39,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",1 ,"",Valid Votes: ,669,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",7 ,"",Invalid Ballots: ,7,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",2 ,"",Valid Votes + Invalid Ballots: ,676,"","","","","","",""
"","","","",Notes from County Office:,"","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",46 ,CALCULATION ERROR DETECTED &RECTIFIED.,"","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",70,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",0,"","","","","","","","","",""
"",Valid Votes: ,"",363,"","","","","","","","","",""
"",Invalid Votes: ,"",13,"","","","","","","","","",""
"",Total Votes: ,"",376,"","","","","","","","","",""
Precinct: 24036 ,Polling Place: ,3 ,"","","","",Total: 532 ,Age 18-27: 44.4% ,Age 48-57: ,"","",4.1%,""
"Evening Star Baptist School, Mandingo Quarter, Margibi ","","","","","","",Males: 51.3% Females: 48.7% ,Age 28-37: 27.1% Age 38-47: 16.5% ,Age 58-67: Age 68+: ,"","",5.6%2.3%,""
"","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","",Margibi ,"","","Margibi, Electoral District 2","","","","",""
Candidate ,"","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","",4 ,"BENNIE, Charles D. (RULP) ","",49 ,"BUWAY, John Z. (FDP) ","","","","","",59
"BRUMSKINE, Charles Walker (LP) ","","",53 ,"BOWIER, Joseph Jensen (UP) ","",31 ,"DENNIS, Joseph S. (UDA) ","","","","","",41
"CONNEH, Sekou Damate (PRODEM) ","","",3 ,"DAVIS, Bestus Peter (NPP) ","",17 ,"GWESA, C. Lawuo (COTOL) ","","","","","",54
"DIVINE, SR., Samuel Raymond (Ind) ","","",1 ,"DENNIS, William E. (UP) ","",59 ,"JALLAH, Kollie Sorsor (CDC) ","","","","","",66
"FARHAT, David M. (FDP) ","","",0 ,"FAHN, Sampson Bedell (NPP) ","",39 ,"LACKIE, Ansu Washington (UP) ","","","","","",77
"JALLAH, Armah Zolu (NPL) ","","",2 ,"GARNEO, Abraham B.Y. Jusu (APD) ","",11 ,"NEBLETT, Nanuh Prince (LP) ","","","","","",44
"JOHNSON-SIRLEAF, Ellen  (UP) ","","",110 ,"GARWON, A. Sylvester  (CDC) ","",54 ,"SNOH, Mc-Hilary Malawi (NPP) ","","","","","",35
"KIADII, George Momodu (NATVIPOL) ","","",2 ,"JAH, Clarice Alpha (LP) ","",101 ,"",Valid Votes: ,"","","","",376
"KIEH, JR., George Klay (NDM) ","","",0 ,"KAINE, Roland Cooper (CDC) ","",29 ,"",Invalid Votes: ,"","","","",28
"KORTO, Joseph D. Z. (LERP) ","","",1 ,"KROMAH, Mohamed Taqii (NRP) ","",105 ,"",Total Votes: ,"","","","",404
"KPOTO, Robert Momo (ULD) ","","",3 ,"LEITAL, Joe Roberts (COTOL) ","",15,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","",16 ,"MULBAH, SR., Michael S. (COTOL) ","",39,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","",31 ,"NEBLETT, James Adof (NRP) ","",19,"","","","","","",""
"MORLU, John Sembe (UDA) ","","",2 ,"PENNEH, John M. (NDPL) ","",39,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","",0 ,"TOWNSEND, Clarence Benjamin (RULP) ","",9,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","",20 ,"WYMON, Benjamin Kolo-V. (LP) ","",41,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","",1 ,"",Valid Votes: ,657,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","",8 ,"",Invalid Ballots: ,29,"","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","",1 ,"",Valid Votes + Invalid Ballots: ,686,"","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","",33,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","",93,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","",2,"","","","","","","","","",""
"",Valid Votes: ,"",386,"","","","","","","","","",""
"",Invalid Votes: ,"",17,"","","","","","","","","",""
"",Total Votes: ,"",403,"","","","","","","","","",""
Precinct: 24037 ,Polling Place: ,1 ,"","","","","",Total: 559 ,Age 18-27: 48.3% ,Age 48-57: ,"","",5.5%,""
