"Precinct: 03001 ","Polling Place: ",1,,,,,"Total: 469 ","Age 18-27: 46.1% ","Age 48-57: ",,,"7.9%",,
"KPOTO, Robert Momo (ULD) ",,,,0,"SARNOR, Faliku G. (CDC) ",,44,"WILES, David Momolu (COTOL) ",,,,,,4
"KROMAH, Alhaji G. V. (ALCOP) ",,,,19,"VINCENT, Erik Bauman (APD) ",,3,"ZENNEH, George M. (LP) ",,,,,,11
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,8,"VINCENT, Lincoln  (LDP) ",,3,,"Valid Votes: ",,,,,377
"MORLU, John Sembe (UDA) ",,,,2,"WASHINGTON, Hajah Sheri (COTOL) ",,21,,"Invalid Votes: ",,,,,28
"REEVES, Alfred Garpee (NRP) ",,,,0,,"Valid Votes: ",667,,"Total Votes: ",,,,,405
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,25,,"Invalid Ballots: ",14,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes + Invalid Ballots: ",681,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,2,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,14,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,53,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,82,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,2,,,,,,,,,,
,"Valid Votes: ",,,385,,,,,,,,,,
,"Invalid Votes: ",,,21,,,,,,,,,,
,"Total Votes: ",,,406,,,,,,,,,,
"Precinct: 03015 ","Polling Place: ",1,,,,,,"Total: 355 ","Age 18-27: 33.0% ","Age 48-57: ",,,"13.5%",
"MOILA TOWN HALL, MOILA, Bomi ",,,,,,,,"Males: 49.9% Females: 50.1% ","Age 28-37: 25.4% Age 38-47: 13.8% ","Age 58-67: Age 68+: ",,,"6.8%7.6%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 2",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,6,"ANDERSON, Alfred Boimah (NPP) ",,12,"DAVIS, JR., Ballah K. M. (NDM) ",,,,,,154
"BRUMSKINE, Charles Walker (LP) ",,,,2,"BALLOH, Musah  (ALCOP) ",,11,"GBELLAY, SR., John I. (UP) ",,,,,,4
"CONNEH, Sekou Damate (PRODEM) ",,,,3,"BENSON, Rebecca T. (LP) ",,78,"GOLANYON, Daniel Amadu (NPP) ",,,,,,3
"DIVINE, SR., Samuel Raymond (Ind) ",,,,6,"BROWN, Samuel Njalbae (LP) ",,13,"JABATEH, M. Khalifa (NRP) ",,,,,,3
"FARHAT, David M. (FDP) ",,,,2,"DEVINE, Richard Blamah (COTOL) ",,138,"KARNEH, A.J. Armah (ALCOP) ",,,,,,10
"JALLAH, Armah Zolu (NPL) ",,,,15,"JOHNSON, Sando Dazoe (NPP) ",,48,"KEMOKAI, Joseph Bamgongo (LDP) ",,,,,,5
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,91,"KO-JUAH, Amos Boima (UP) ",,15,"MANUBAH, Musu Foley (LPL) ",,,,,,4
"KIADII, George Momodu (NATVIPOL) ",,,,0,"LANSANAH, Lahai Gbabye (NDPL) ",,60,"SAMOLAH, Adama Boimah (CDC) ",,,,,,13
"KIEH, JR., George Klay (NDM) ",,,,0,"MASSALEY, Mohammed Aliu (UP) ",,101,"SHERIFF, Daouda V. (PRODEM) ",,,,,,3
"KORTO, Joseph D. Z. (LERP) ",,,,1,"SANDO, G. Aaron (NDPL) ",,11,"SIRYON, Haja Fata (NDPL) ",,,,,,45
"KPOTO, Robert Momo (ULD) ",,,,1,"SARNOR, Faliku G. (CDC) ",,22,"WILES, David Momolu (COTOL) ",,,,,,13
"KROMAH, Alhaji G. V. (ALCOP) ",,,,4,"VINCENT, Erik Bauman (APD) ",,6,"ZENNEH, George M. (LP) ",,,,,,10
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,3,"VINCENT, Lincoln  (LDP) ",,4,,"Valid Votes: ",,,,,267
"MORLU, John Sembe (UDA) ",,,,1,"WASHINGTON, Hajah Sheri (COTOL) ",,20,,"Invalid Votes: ",,,,,28
"REEVES, Alfred Garpee (NRP) ",,,,2,,"Valid Votes: ",539,,"Total Votes: ",,,,,295
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,61,,"Invalid Ballots: ",5,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes + Invalid Ballots: ",544,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,3,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,3,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,21,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,54,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,14,,,,,,,,,,
,"Valid Votes: ",,,293,,,,,,,,,,
,"Invalid Votes: ",,,14,,,,,,,,,,
,"Total Votes: ",,,307,,,,,,,,,,
"Precinct: 03016 ","Polling Place: ",1,,,,,,"Total: 164 ","Age 18-27: 29.9% ","Age 48-57: ",,,"9.1%",
"MALOMA PALAVA HUT, MALOMA, Bomi ",,,,,,,,"Males: 55.5% Females: 45.1% ","Age 28-37: 23.8% Age 38-47: 15.9% ","Age 58-67: Age 68+: ",,,"12.8%9.1%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 2",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,3,"ANDERSON, Alfred Boimah (NPP) ",,11,"DAVIS, JR., Ballah K. M. (NDM) ",,,,,,6
"BRUMSKINE, Charles Walker (LP) ",,,,3,"BALLOH, Musah  (ALCOP) ",,6,"GBELLAY, SR., John I. (UP) ",,,,,,0
"CONNEH, Sekou Damate (PRODEM) ",,,,2,"BENSON, Rebecca T. (LP) ",,13,"GOLANYON, Daniel Amadu (NPP) ",,,,,,1
"DIVINE, SR., Samuel Raymond (Ind) ",,,,2,"BROWN, Samuel Njalbae (LP) ",,9,"JABATEH, M. Khalifa (NRP) ",,,,,,3
"FARHAT, David M. (FDP) ",,,,12,"DEVINE, Richard Blamah (COTOL) ",,16,"KARNEH, A.J. Armah (ALCOP) ",,,,,,31
"JALLAH, Armah Zolu (NPL) ",,,,0,"JOHNSON, Sando Dazoe (NPP) ",,18,"KEMOKAI, Joseph Bamgongo (LDP) ",,,,,,3
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,31,"KO-JUAH, Amos Boima (UP) ",,14,"MANUBAH, Musu Foley (LPL) ",,,,,,2
"KIADII, George Momodu (NATVIPOL) ",,,,2,"LANSANAH, Lahai Gbabye (NDPL) ",,22,"SAMOLAH, Adama Boimah (CDC) ",,,,,,6
"KIEH, JR., George Klay (NDM) ",,,,3,"MASSALEY, Mohammed Aliu (UP) ",,59,"SHERIFF, Daouda V. (PRODEM) ",,,,,,1
"KORTO, Joseph D. Z. (LERP) ",,,,4,"SANDO, G. Aaron (NDPL) ",,16,"SIRYON, Haja Fata (NDPL) ",,,,,,61
"KPOTO, Robert Momo (ULD) ",,,,2,"SARNOR, Faliku G. (CDC) ",,13,"WILES, David Momolu (COTOL) ",,,,,,1
"KROMAH, Alhaji G. V. (ALCOP) ",,,,6,"VINCENT, Erik Bauman (APD) ",,4,"ZENNEH, George M. (LP) ",,,,,,1
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,2,"VINCENT, Lincoln  (LDP) ",,3,,"Valid Votes: ",,,,,116
"MORLU, John Sembe (UDA) ",,,,0,"WASHINGTON, Hajah Sheri (COTOL) ",,4,,"Invalid Votes: ",,,,,19
"REEVES, Alfred Garpee (NRP) ",,,,3,,"Valid Votes: ",208,,"Total Votes: ",,,,,135
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,3,,"Invalid Ballots: ",8,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,1,,"Valid Votes + Invalid Ballots: ",216,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,4,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,5,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,20,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,24,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,1,,,,,,,,,,
,"Valid Votes: ",,,133,,,,,,,,,,
,"Invalid Votes: ",,,6,,,,,,,,,,
,"Total Votes: ",,,139,,,,,,,,,,
"Precinct: 03017 ","Polling Place: ",1,,,,,,"Total: 316 ","Age 18-27: 30.7% ","Age 48-57: ",,,"10.4%",
"MULBAH  PALAVA HUT, MULBAH, Bomi ",,,,,,,,"Males: 53.2% Females: 46.8% ","Age 28-37: 27.5% Age 38-47: 18.4% ","Age 58-67: Age 68+: ",,,"8.2%4.7%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 2",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,2,"ANDERSON, Alfred Boimah (NPP) ",,8,"DAVIS, JR., Ballah K. M. (NDM) ",,,,,,16
"BRUMSKINE, Charles Walker (LP) ",,,,3,"BALLOH, Musah  (ALCOP) ",,16,"GBELLAY, SR., John I. (UP) ",,,,,,2
"CONNEH, Sekou Damate (PRODEM) ",,,,2,"BENSON, Rebecca T. (LP) ",,32,"GOLANYON, Daniel Amadu (NPP) ",,,,,,2
"DIVINE, SR., Samuel Raymond (Ind) ",,,,1,"BROWN, Samuel Njalbae (LP) ",,4,"JABATEH, M. Khalifa (NRP) ",,,,,,8
"FARHAT, David M. (FDP) ",,,,4,"DEVINE, Richard Blamah (COTOL) ",,46,"KARNEH, A.J. Armah (ALCOP) ",,,,,,16
"JALLAH, Armah Zolu (NPL) ",,,,2,"JOHNSON, Sando Dazoe (NPP) ",,13,"KEMOKAI, Joseph Bamgongo (LDP) ",,,,,,4
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,98,"KO-JUAH, Amos Boima (UP) ",,13,"MANUBAH, Musu Foley (LPL) ",,,,,,2
"KIADII, George Momodu (NATVIPOL) ",,,,0,"LANSANAH, Lahai Gbabye (NDPL) ",,49,"SAMOLAH, Adama Boimah (CDC) ",,,,,,10
"KIEH, JR., George Klay (NDM) ",,,,0,"MASSALEY, Mohammed Aliu (UP) ",,213,"SHERIFF, Daouda V. (PRODEM) ",,,,,,4
"KORTO, Joseph D. Z. (LERP) ",,,,0,"SANDO, G. Aaron (NDPL) ",,26,"SIRYON, Haja Fata (NDPL) ",,,,,,208
"KPOTO, Robert Momo (ULD) ",,,,1,"SARNOR, Faliku G. (CDC) ",,29,"WILES, David Momolu (COTOL) ",,,,,,1
"KROMAH, Alhaji G. V. (ALCOP) ",,,,13,"VINCENT, Erik Bauman (APD) ",,4,"ZENNEH, George M. (LP) ",,,,,,2
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,4,"VINCENT, Lincoln  (LDP) ",,1,,"Valid Votes: ",,,,,275
"MORLU, John Sembe (UDA) ",,,,0,"WASHINGTON, Hajah Sheri (COTOL) ",,43,,"Invalid Votes: ",,,,,2
"REEVES, Alfred Garpee (NRP) ",,,,2,,"Valid Votes: ",497,,"Total Votes: ",,,,,277
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,7,,"Invalid Ballots: ",0,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,2,,"Valid Votes + Invalid Ballots: ",497,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,2,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,4,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,81,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,48,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,1,,,,,,,,,,
,"Valid Votes: ",,,277,,,,,,,,,,
,"Invalid Votes: ",,,1,,,,,,,,,,
,"Total Votes: ",,,278,,,,,,,,,,
"Precinct: 03018 ","Polling Place: ",1,,,,,,"Total: 223 ","Age 18-27: 31.8% ","Age 48-57: ",,,"13.9%",
"BIG GEVEH  PALAVA HUT, BIG GEVEH, Bomi ",,,,,,,,"Males: 53.4% Females: 46.6% ","Age 28-37: 19.7% Age 38-47: 16.1% ","Age 58-67: Age 68+: ",,,"9.9%8.5%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 2",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,1,"ANDERSON, Alfred Boimah (NPP) ",,55,"DAVIS, JR., Ballah K. M. (NDM) ",,,,,,0
"BRUMSKINE, Charles Walker (LP) ",,,,2,"BALLOH, Musah  (ALCOP) ",,5,"GBELLAY, SR., John I. (UP) ",,,,,,1
"CONNEH, Sekou Damate (PRODEM) ",,,,1,"BENSON, Rebecca T. (LP) ",,8,"GOLANYON, Daniel Amadu (NPP) ",,,,,,14
"DIVINE, SR., Samuel Raymond (Ind) ",,,,1,"BROWN, Samuel Njalbae (LP) ",,4,"JABATEH, M. Khalifa (NRP) ",,,,,,1
"FARHAT, David M. (FDP) ",,,,3,"DEVINE, Richard Blamah (COTOL) ",,9,"KARNEH, A.J. Armah (ALCOP) ",,,,,,5
"JALLAH, Armah Zolu (NPL) ",,,,2,"JOHNSON, Sando Dazoe (NPP) ",,4,"KEMOKAI, Joseph Bamgongo (LDP) ",,,,,,1
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,75,"KO-JUAH, Amos Boima (UP) ",,9,"MANUBAH, Musu Foley (LPL) ",,,,,,2
"KIADII, George Momodu (NATVIPOL) ",,,,1,"LANSANAH, Lahai Gbabye (NDPL) ",,51,"SAMOLAH, Adama Boimah (CDC) ",,,,,,2
"KIEH, JR., George Klay (NDM) ",,,,1,"MASSALEY, Mohammed Aliu (UP) ",,126,"SHERIFF, Daouda V. (PRODEM) ",,,,,,0
"KORTO, Joseph D. Z. (LERP) ",,,,1,"SANDO, G. Aaron (NDPL) ",,5,"SIRYON, Haja Fata (NDPL) ",,,,,,137
"KPOTO, Robert Momo (ULD) ",,,,0,"SARNOR, Faliku G. (CDC) ",,3,"WILES, David Momolu (COTOL) ",,,,,,0
"KROMAH, Alhaji G. V. (ALCOP) ",,,,30,"VINCENT, Erik Bauman (APD) ",,1,"ZENNEH, George M. (LP) ",,,,,,0
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,4,"VINCENT, Lincoln  (LDP) ",,0,,"Valid Votes: ",,,,,163
"MORLU, John Sembe (UDA) ",,,,1,"WASHINGTON, Hajah Sheri (COTOL) ",,10,,"Invalid Votes: ",,,,,4
"REEVES, Alfred Garpee (NRP) ",,,,0,,"Valid Votes: ",290,,"Total Votes: ",,,,,167
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,1,,"Invalid Ballots: ",4,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,2,,"Valid Votes + Invalid Ballots: ",294,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,0,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,1,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,27,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,7,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,161,,,,,,,,,,
,"Invalid Votes: ",,,6,,,,,,,,,,
,"Total Votes: ",,,167,,,,,,,,,,
"Precinct: 03019 ","Polling Place: ",1,,,,,,"Total: 198 ","Age 18-27: 32.8% ","Age 48-57: ",,,"10.1%",
"GBAI PALAVA HUT, GBAI, Bomi ",,,,,,,,"Males: 49.5% Females: 50.5% ","Age 28-37: 26.8% Age 38-47: 18.7% ","Age 58-67: Age 68+: ",,,"4.5%7.1%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 2",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,0,"ANDERSON, Alfred Boimah (NPP) ",,0,"DAVIS, JR., Ballah K. M. (NDM) ",,,,,,0
"BRUMSKINE, Charles Walker (LP) ",,,,0,"BALLOH, Musah  (ALCOP) ",,0,"GBELLAY, SR., John I. (UP) ",,,,,,0
"CONNEH, Sekou Damate (PRODEM) ",,,,0,"BENSON, Rebecca T. (LP) ",,9,"GOLANYON, Daniel Amadu (NPP) ",,,,,,0
"DIVINE, SR., Samuel Raymond (Ind) ",,,,0,"BROWN, Samuel Njalbae (LP) ",,0,"JABATEH, M. Khalifa (NRP) ",,,,,,0
"FARHAT, David M. (FDP) ",,,,0,"DEVINE, Richard Blamah (COTOL) ",,1,"KARNEH, A.J. Armah (ALCOP) ",,,,,,2
"JALLAH, Armah Zolu (NPL) ",,,,0,"JOHNSON, Sando Dazoe (NPP) ",,3,"KEMOKAI, Joseph Bamgongo (LDP) ",,,,,,2
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,15,"KO-JUAH, Amos Boima (UP) ",,4,"MANUBAH, Musu Foley (LPL) ",,,,,,0
"KIADII, George Momodu (NATVIPOL) ",,,,0,"LANSANAH, Lahai Gbabye (NDPL) ",,40,"SAMOLAH, Adama Boimah (CDC) ",,,,,,0
"KIEH, JR., George Klay (NDM) ",,,,0,"MASSALEY, Mohammed Aliu (UP) ",,48,"SHERIFF, Daouda V. (PRODEM) ",,,,,,0
"KORTO, Joseph D. Z. (LERP) ",,,,0,"SANDO, G. Aaron (NDPL) ",,24,"SIRYON, Haja Fata (NDPL) ",,,,,,75
"KPOTO, Robert Momo (ULD) ",,,,0,"SARNOR, Faliku G. (CDC) ",,3,"WILES, David Momolu (COTOL) ",,,,,,0
"KROMAH, Alhaji G. V. (ALCOP) ",,,,1,"VINCENT, Erik Bauman (APD) ",,0,"ZENNEH, George M. (LP) ",,,,,,3
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,2,"VINCENT, Lincoln  (LDP) ",,1,,"Valid Votes: ",,,,,82
"MORLU, John Sembe (UDA) ",,,,0,"WASHINGTON, Hajah Sheri (COTOL) ",,16,,"Invalid Votes: ",,,,,0
"REEVES, Alfred Garpee (NRP) ",,,,0,,"Valid Votes: ",149,,"Total Votes: ",,,,,82
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,0,,"Invalid Ballots: ",0,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes + Invalid Ballots: ",149,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,0,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,0,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,63,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,0,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,81,,,,,,,,,,
,"Invalid Votes: ",,,1,,,,,,,,,,
,"Total Votes: ",,,82,,,,,,,,,,
"Precinct: 03020 ","Polling Place: ",1,,,,,,"Total: 139 ","Age 18-27: 30.2% ","Age 48-57: ",,,"12.2%",
"GONGWEH PALAVA HUT, GONGWEH, Bomi ",,,,,,,,"Males: 56.1% Females: 43.9% ","Age 28-37: 25.2% Age 38-47: 12.2% ","Age 58-67: Age 68+: ",,,"10.8%9.4%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 2",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,3,"ANDERSON, Alfred Boimah (NPP) ",,48,"DAVIS, JR., Ballah K. M. (NDM) ",,,,,,3
"BRUMSKINE, Charles Walker (LP) ",,,,6,"BALLOH, Musah  (ALCOP) ",,3,"GBELLAY, SR., John I. (UP) ",,,,,,0
"CONNEH, Sekou Damate (PRODEM) ",,,,3,"BENSON, Rebecca T. (LP) ",,3,"GOLANYON, Daniel Amadu (NPP) ",,,,,,4
"DIVINE, SR., Samuel Raymond (Ind) ",,,,2,"BROWN, Samuel Njalbae (LP) ",,3,"JABATEH, M. Khalifa (NRP) ",,,,,,1
"FARHAT, David M. (FDP) ",,,,0,"DEVINE, Richard Blamah (COTOL) ",,4,"KARNEH, A.J. Armah (ALCOP) ",,,,,,5
"JALLAH, Armah Zolu (NPL) ",,,,2,"JOHNSON, Sando Dazoe (NPP) ",,16,"KEMOKAI, Joseph Bamgongo (LDP) ",,,,,,1
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,10,"KO-JUAH, Amos Boima (UP) ",,2,"MANUBAH, Musu Foley (LPL) ",,,,,,2
"KIADII, George Momodu (NATVIPOL) ",,,,1,"LANSANAH, Lahai Gbabye (NDPL) ",,7,"SAMOLAH, Adama Boimah (CDC) ",,,,,,5
"KIEH, JR., George Klay (NDM) ",,,,1,"MASSALEY, Mohammed Aliu (UP) ",,28,"SHERIFF, Daouda V. (PRODEM) ",,,,,,4
"KORTO, Joseph D. Z. (LERP) ",,,,1,"SANDO, G. Aaron (NDPL) ",,8,"SIRYON, Haja Fata (NDPL) ",,,,,,79
"KPOTO, Robert Momo (ULD) ",,,,0,"SARNOR, Faliku G. (CDC) ",,5,"WILES, David Momolu (COTOL) ",,,,,,1
"KROMAH, Alhaji G. V. (ALCOP) ",,,,16,"VINCENT, Erik Bauman (APD) ",,4,"ZENNEH, George M. (LP) ",,,,,,0
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,9,"VINCENT, Lincoln  (LDP) ",,0,,"Valid Votes: ",,,,,105
"MORLU, John Sembe (UDA) ",,,,1,"WASHINGTON, Hajah Sheri (COTOL) ",,6,,"Invalid Votes: ",,,,,5
"REEVES, Alfred Garpee (NRP) ",,,,0,,"Valid Votes: ",137,,"Total Votes: ",,,,,110
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,1,,"Invalid Ballots: ",0,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,1,,"Valid Votes + Invalid Ballots: ",137,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,1,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,4,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,28,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,20,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,1,,,,,,,,,,
,"Valid Votes: ",,,111,,,,,,,,,,
,"Invalid Votes: ",,,0,,,,,,,,,,
,"Total Votes: ",,,111,,,,,,,,,,
"Precinct: 03021 ","Polling Place: ",1,,,,,,"Total: 403 ","Age 18-27: 34.5% ","Age 48-57: ",,,"9.9%",
"MECCA PALAVA HUT, MECCA, Bomi ",,,,,,,,"Males: 51.4% Females: 48.6% ","Age 28-37: 21.8% Age 38-47: 17.4% ","Age 58-67: Age 68+: ",,,"9.9%6.5%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 2",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,0,"ANDERSON, Alfred Boimah (NPP) ",,3,"DAVIS, JR., Ballah K. M. (NDM) ",,,,,,3
"BRUMSKINE, Charles Walker (LP) ",,,,0,"BALLOH, Musah  (ALCOP) ",,6,"GBELLAY, SR., John I. (UP) ",,,,,,1
"CONNEH, Sekou Damate (PRODEM) ",,,,0,"BENSON, Rebecca T. (LP) ",,31,"GOLANYON, Daniel Amadu (NPP) ",,,,,,4
"DIVINE, SR., Samuel Raymond (Ind) ",,,,0,"BROWN, Samuel Njalbae (LP) ",,0,"JABATEH, M. Khalifa (NRP) ",,,,,,6
"FARHAT, David M. (FDP) ",,,,0,"DEVINE, Richard Blamah (COTOL) ",,8,"KARNEH, A.J. Armah (ALCOP) ",,,,,,6
"JALLAH, Armah Zolu (NPL) ",,,,1,"JOHNSON, Sando Dazoe (NPP) ",,3,"KEMOKAI, Joseph Bamgongo (LDP) ",,,,,,1
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,218,"KO-JUAH, Amos Boima (UP) ",,15,"MANUBAH, Musu Foley (LPL) ",,,,,,2
"KIADII, George Momodu (NATVIPOL) ",,,,0,"LANSANAH, Lahai Gbabye (NDPL) ",,11,"SAMOLAH, Adama Boimah (CDC) ",,,,,,3
"KIEH, JR., George Klay (NDM) ",,,,0,"MASSALEY, Mohammed Aliu (UP) ",,273,"SHERIFF, Daouda V. (PRODEM) ",,,,,,0
"KORTO, Joseph D. Z. (LERP) ",,,,0,"SANDO, G. Aaron (NDPL) ",,4,"SIRYON, Haja Fata (NDPL) ",,,,,,276
"KPOTO, Robert Momo (ULD) ",,,,0,"SARNOR, Faliku G. (CDC) ",,7,"WILES, David Momolu (COTOL) ",,,,,,1
"KROMAH, Alhaji G. V. (ALCOP) ",,,,24,"VINCENT, Erik Bauman (APD) ",,0,"ZENNEH, George M. (LP) ",,,,,,0
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,6,"VINCENT, Lincoln  (LDP) ",,1,,"Valid Votes: ",,,,,303
"MORLU, John Sembe (UDA) ",,,,0,"WASHINGTON, Hajah Sheri (COTOL) ",,13,,"Invalid Votes: ",,,,,2
"REEVES, Alfred Garpee (NRP) ",,,,0,,"Valid Votes: ",375,,"Total Votes: ",,,,,305
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,1,,"Invalid Ballots: ",0,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,0,,"Valid Votes + Invalid Ballots: ",375,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,0,,,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,3,,,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,31,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,22,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,0,,,,,,,,,,
,"Valid Votes: ",,,306,,,,,,,,,,
,"Invalid Votes: ",,,0,,,,,,,,,,
,"Total Votes: ",,,306,,,,,,,,,,
"Precinct: 03022 ","Polling Place: ",1,,,,,,"Total: 376 ","Age 18-27: 32.7% ","Age 48-57: ",,,"10.1%",
"ALASALA PALAVA HUT, ALASALA, Bomi ",,,,,,,,"Males: 48.4% Females: 51.6% ","Age 28-37: 26.9% Age 38-47: 18.6% ","Age 58-67: Age 68+: ",,,"6.6%5.1%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bomi ",,,"Bomi, Electoral District 2",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
