9017,"ZOE TOWN SCHOOL BUILDING ","1 313 - ","-",,,,
9018,"NUAHN TOWN PALAVA HUT ","1 92 - ","-",,,,
9019,"TARR TOWN PALAVA HUT ","1 375 - ","-",,,,
9020,"KRO TOWN PALAVA HUT ","1 31 - ","-",,,,
9021,"WESSEH TOWN PALAVA HUT ","1 93 - ","-",,,,
9022,"GORSUAH TOWN SCHOOL BUILDING ","1 381 - ","-",,,,
9023,"KANPUE TOWN PALAVA HUT ","1 374 - ","-",,,,
9024,"WHONKPUA TOWN PALAVA HUT ","1 154 - ","-",,,,
9025,"ZAYE TOWN PALAVA HUT ","1 482 - ","-",,,,
9026,"CENTRAL LLOYDSVILLE ADMINISTRATIVE BUILDING ","3 1,787 - ","-",,,,
9027,"WROKON TOWN PALAVA HUT ","1 427 - ","-",,,,
9028,"GERMAN CAMP SCHOOL BUILDING ","2 899 - ","-",,,,
9029,"EDINA TOWN HALL ","1 404 - ","-",,,,
9030,"KINGSVILLE SCHOOL BUILDING ","1 215 - ","-",,,,
9031,"NORR TOWN PALAVA HUT ","1 509 - ","-",,,,
9032,"SAUL TOWN PALAVA HUT ","1 382 - ","-",,,,
9033,"DWEH TOWN PALAVA HUT ","1 518 - ","-",,,,
9034,"WRAYN TOWN PALAVA HUT ","1 238 - ","-",,,,
9035,"JACOB LARTEH TOWN CLINIC ","2 626 - ","-",,,,
9036,"MONDEH TOWN SCHOOL BUILDING ","1 266 - ","-",,,,
9037,"GARLEY TOWN PALAVA HUT ","1 496 - ","-",,,,
9038,"PAYE TOWN PALAVA HUT ","1 160 - ","-",,,,
9039,"KPAINGPA TOWN PALAVA HUT ","1 230 - ","-",,,,
9040,"KAMACHEA TOWN PALAVA HUT ","1 434 - ","-",,,,
9079,"KPAWETRO TOWN PALAVA HUT ","1 130 - ","-",,,,
9083,"KOIYEA TOWN PALAVA HUT ","1 338 - ","-",,,,
9084,"JOHNNY DIGGS TOWN PALAVA HUT ","1 502 - ","-",,,,
9085,"WHERE MOE TOWN PALAVA HUT ","1 334 - ","-",,,,
9086,"BOEGLAIN TOWN PALAVA HUT ","1 465 - ","-",,,,
9087,"JACOB TOWN PALAVA HUT ","1 280 - ","-",,,,
,,"COUNTY: GRAND BASSA","ELECTORAL DISTRICT: 1",,,,
,,,"Non-",,,,
,,,"General ","Non-",,,
"Precinct Code ",,"Locality Address ","Returned Polling GeneralIDPPlaces Voters Polling ","Returned IDPVoters",,,
,,,"Places **",,,,
9088,,"GBANNAH TOWN PALAVA HUT ","3 1,335 - ","-",,,
9089,,"JUMOI TOWN PALAVA HUT ","2 652 - ","-",,,
9090,,"BELEFANI TOWN PALAVA HUT ","2 910 - ","-",,,
9091,,"KPELLEZAN TOWN PALAVA HUT ","2 1,063 - ","-",,,
,"COUNTY: GRAND BASSAELECTORAL DISTRICT: 2",,,,,,
,,"Non-",,,,,
,,"General ","Non-",,,,
"Precinct ",,"General Returned ","Returned ",,,,
"Code ","Locality Address","Polling Places VotersIDP Polling ","IDPVoters",,,,
,,"Places **",,,,,
9041,"HARTFORD SCHOOL BUILDING ","1 360 - ","-",,,,
9042,"FORTSVILLE SCHOOL BUILDING ","1 581 - ","-",,,,
"*09050 ","DIGGS TOWN DIGGS TOWN",,,,,,
9043,"HARRISVILLE 1 SCHOOL BUILDING ","2 754 - ","-",,,,
9044,"BEALORWARD PASSING BEALORWARD PALAVA HUT ","1 211 - ","-",,,,
9045,"B-I-A BAIBO INDUSTRIAL SCHOOL BUILDING ","1 495 - ","-",,,,
"*09055 ","GUEH'S TOWN GUEH'S TOWN",,,,,,
9046,"GAYEGPOKON TOWN PALAVA HUT ","1 596 - ","-",,,,
9047,"KOLLIE TOWN PALAVA HUT ","1 265 - ","-",,,,
9048,"JOHNNY TUTU TOWN PALAVA HUT ","1 578 - ","-",,,,
"*09049 ","BOHWEIN TOWN BOHWEIN TOWN",,,,,,
9051,"FRAIZER TOWN MARKET BUILDING ","1 318 - ","-",,,,
9052,"NOWAY SCHOOL BUILDING ","1 251 - ","-",,,,
9053,"ZEGAR TOWN PALAVA HUT ","1 105 - ","-",,,,
9054,"NOYEA TOWN PALAVA HUT ","1 118 - ","-",,,,
9056,"ZAMMIE'S TOWN PALAVA HUT ","1 266 - ","-",,,,
9057,"JUAH TOWN PALAVA HUT ","1 422 - ","-",,,,
9058,"DENNIS TOWN PALAVA HUT ","1 359 - ","-",,,,
9059,"BON'S TOWN PALAVA HUT ","1 322 - ","-",,,,
9060,"ALBERT TOWN PALAVA HUT ","1 266 - ","-",,,,
9061,"CHARLIE GIO TOWN PALAVA HUT ","1 194 - ","-",,,,
9062,"CIVIL COMPOUND 2 PALAVA HUT ","2 1,018 - ","-",,,,
9063,"KODA TOWN TOWN HALL ","1 333 - ","-",,,,
9064,"TEPENEN TOWN PALAVA HUT ","1 266 - ","-",,,,
9065,"GBEHGAYE TOWN PALAVA HUT ","1 408 - ","-",,,,
9066,"KPUE JIMMY TOWN PALAVA HUT ","1 136 - ","-",,,,
9067,"ZAHN TOWN PALAVA HUT ","2 620 - ","-",,,,
9068,"JOE KPUKON TOWN PALAVA HUT ","1 132 - ","-",,,,
9069,"MENSAH TOWN PALAVA HUT ","1 259 - ","-",,,,
9070,"TEEKPAI TOWN PALAVA HUT ","1 133 - ","-",,,,
9071,"BOYWEIN TOWN PALAVA HUT ","1 160 - ","-",,,,
9072,"BALAWEIN TOWN PALAVA HUT ","1 192 - ","-",,,,
9073,"SDA MISSION - SEVEN DA SCHOOL BUILDING ","1 58 - ","-",,,,
9074,"DANIEL TOWN PALAVA HUT ","1 204 - ","-",,,,
9075,"PALAPOLA PALAVA HUT ","1 264 - ","-",,,,
9076,"KUTUAH TOWN PALAVA HUT ","1 172 - ","-",,,,
9077,"SOMAH TOWN PALAVA HUT ","1 416 - ","-",,,,
9078,"WHOOSE TOWN PALAVA HUT ","1 325 - ","-",,,,
9080,"SENYAH TOWN PALAVA HUT ","1 269 - ","-",,,,
9081,"KANGBOPUE TOWN PALAVA HUT ","1 487 - ","-",,,,
9082,"GBORGAR TOWN PALAVA HUT ","1 230 - ","-",,,,
9111,"TAYE TOWN PALAVA HUT ","1 514 - ","-",,,,
9112,"REV. GARDNER SCHOOL SCHOOL BUILDING ","1 224 - ","-",,,,
9113,"KILABAY TOWN PALAVA HUT ","1 245 - ","-",,,,
9118,"DORWIN TOWN PALAVA HUT ","1 359 - ","-",,,,
9119,"YEAWEAH TOWN SCHOOL BUILDING ","1 219 - ","-",,,,
9120,"CENTRAL HARMONVILLE PALAVA HUT ","1 250 - ","-",,,,
9121,"JAMES JACOB  TOWN II PALAVA HUT ","1 470 - ","-",,,,
,"COUNTY: GRAND BASSAELECTORAL DISTRICT: 2",,,,,,
,,"Non-",,,,,
,,"General ","Non-",,,,
"Precinct ",,"General Returned ","Returned ",,,,
"Code ","Locality Address","Polling Voters IDP Places Polling ","IDPVoters",,,,
,,"Places **",,,,,
9123,"CHARLIE JONHSON TOW PALAVA HUT ","2 777 - ","-",,,,
9124,"TUBMANVILLE SCHOOL SCHOOL BUILDING ","2 881 - ","-",,,,
9125,"JAMES HENRY TOWN PALAVA HUT ","1 453 - ","-",,,,
9126,"BLAYGBAHN TOWN PALAVA HUT ","2 662 - ","-",,,,
9127,"CAMPHOR MISSION PALAVA HUT ","2 934 - ","-",,,,
"*09122 ","KAY KAY TOWN KAY KAY TOWN",,,,,,
9128,"BAY TOWN WHERNGO BAYE TOWN PALAVA HUT ","1 462 - ","-",,,,
9157,"GIO TOWN PALAVA HUT ","2 736 - ","-",,,,
9159,"GBEAYOU TARR TOWN PALAVA HUT ","1 362 - ","-",,,,
9160,"GUEH TOWN PALAVA HUT ","1 367 - ","-",,,,
9161,"GEEHBEOR TOWN PALAVA HUT ","2 904 - ","-",,,,
9162,"GBEEWEIN TOWN PALAVA HUT ","1 457 - ","-",,,,
9163,"MENTEE TOWN PALAVA HUT ","1 262 - ","-",,,,
9164,"NYUBEHN TOWN PALAVA HUT ","2 879 - ","-",,,,
9165,"DEE WORTH  TOWN PALAVA HUT ","2 825 - ","-",,,,
9166,"BEHN TOWN II PALAVA HUT ","3 1,263 - ","-",,,,
,"COUNTY: GRAND BASSA","ELECTORAL DISTRICT: 3",,,,,
,,"Non-",,,,,
,,"General ","Non-",,,,
"Precinct ",,"General Returned ","Returned ",,,,
"Code ","Locality Address","Polling Places VotersIDP Polling ","IDPVoters",,,,
,,"Places **",,,,,
9129,"ESTATE III LAC PALAVA HUT ","4 1,958 - ","-",,,,
9130,"WESSEH TOWN I PALAVA HUT ","1 324 - ","-",,,,
9131,"WAYEZON TOWN III PRIVATE HOUSE ","5 2,867 - ","-",,,,
9132,"ZUAGAR TOWN PALAVA HUT ","1 344 - ","-",,,,
9133,"WEEBLEE TOWN PALAVA HUT ","2 727 - ","-",,,,
9134,"KENNEDY TOWN PALAVA HUT ","2 621 - ","-",,,,
9135,"ESTATE II  LAC I PALAVA HUT ","1 590 - ","-",,,,
9136,"GORZOHN TOWN I PALAVA HUT ","4 1,888 - ","-",,,,
9137,"WEEGBO TOWN PALAVA HUT ","1 421 - ","-",,,,
9139,"YARMAH TOWN PALAVA HUT ","2 728 - ","-",,,,
9140,"TIMBO TOWN PALAVA HUT ","1 352 - ","-",,,,
9141,"FRANK DEE TOWN PALAVA HUT ","1 391 - ","-",,,,
"*09138 "," CEEYAH TOWN  CEEYAH TOWN",,,,,,
9142,"FEETUAH TOWN I PALAVA HUT ","1 556 - ","-",,,,
9143,"BARSEEGIAH TOWN I PALAVA HUT ","2 890 - ","-",,,,
9144,"MLEWON TOWN I PALAVA HUT ","1 424 - ","-",,,,
9145,"YOKO TOWN PALAVA HUT ","1 468 - ","-",,,,
9146,"BOJUAH TOWN PALAVA HUT ","1 424 - ","-",,,,
9147,"SAYE WHRANE TOWN PALAVA HUT ","1 148 - ","-",,,,
9148,"JAMES ZAWAY TOWN PALAVA HUT ","1 454 - ","-",,,,
9149,"PAYUWAY TOWN I PALAVA HUT ","1 355 - ","-",,,,
9150,"SAINT JOHN BRIDGE PALAVA HUT ","1 471 - ","-",,,,
9151,"TAYDOU TOWN PALAVA HUT ","1 500 - ","-",,,,
9152,"DESOE TOWN I PALAVA HUT ","2 1,083 - ","-",,,,
9153,"BARNIE TOWN  II PALAVA HUT ","1 424 - ","-",,,,
9154,"BOEWEE TOWN PALAVA HUT ","1 160 - ","-",,,,
9155,"KLEHN'S TOWN II PALAVA HUT ","2 921 - ","-",,,,
9156,"BARSELEE TOWN I PALAVA HUT ","2 1,098 - ","-",,,,
9158,"COMPOUND # 4 (CLINIC) SCHOOL BUILDING ","2 926 - ","-",,,,
9167,"LIBINC OLD CAMP I PALAVA HUT ","3 1,356 - ","-",,,,
9168,"KORKOR DAVID TOWN PALAVA HUT ","1 393 - ","-",,,,
9169,"TROYDN I PALAVA HUT ","1 506 - ","-",,,,
9170,"ZONDO TOWN PALAVA HUT ","2 702 - ","-",,,,
9171,"ZARDO GBOEN TOWN PALAVA HUT ","1 280 - ","-",,,,
9172,"FOOD CROP CAMP PALAVA HUT ","2 677 - ","-",,,,
9173,"SEEKO CAMP PALAVA HUT ","1 436 - ","-",,,,
9174,"SIX OLD CAMP PALAVA HUT ","1 380 - ","-",,,,
9175,"BIABIA CAMP PALAVA HUT ","1 556 - ","-",,,,
9176,"LIBERIAN AGRICULTURE LAC-HEAD OFFICE ","1 447 - ","-",,,,
,"COUNTY: GRAND BASSA","ELECTORAL DISTRICT: 4",,,,,
,,"Non-",,,,,
,,"General ","Non-",,,,
"Precinct ",,"Polling General Returned IDP","Returned ",,,,
"Code ","Locality Address ","Places Voters Polling ","IDPVoters",,,,
,,"Places **",,,,,
9093,"BUCHANAN CIRCUIT COURT ","1 290 - ","-",,,,
9094,"BUCHANAN SCHOOL BUILDING ","5 2,563 - ","-",,,,
9095,"BUCHANAN TOWN HALL ","4 2,092 - ","-",,,,
"*09092 ","BUCHANAN LAMCO RESIDENTIAL AREA",,,,,,
9096,"BUCHANAN PALAVA HUT ","4 2,195 - ","-",,,,
9097,"BUCHANAN ADMINISTRATIVE BUILDING ","3 1,756 - ","-",,,,
9098,"BUCHANAN FAIR GROUND BUILDING ","4 2,075 - ","-",,,,
9099,"BUCHANAN PALAVA HUT ","1 398 - ","-",,,,
9100,"BUCHANAN METHODIST SCHOOL ","3 1,634 - ","-",,,,
9101,"BUCHANAN SCHOOL BUILDING ","3 1,487 - ","-",,,,
9102,"BUCHANAN PALAVA HUT ","1 450 - ","-",,,,
9104,"BUCHANAN PALAVA HUT ","2 1,011 2 ",690,,,,
"*09103 ","BUCHANAN IDPS (A)",,,,,,
"*09105 ","BUCHANAN IDPS [C]",,,,,,
9106,"BUCHANAN PALAVA HUT ","1 220 - ","-",,,,
9107,"BUCHANAN SCHOOL BUILDING ","2 792 - ","-",,,,
9108,"BUCHANAN SCHOOL BUILDING ","2 939 - ","-",,,,
9109,"BUCHANAN PALAVA HUT ","4 1,802 - ","-",,,,
9110,"BUCHANAN PALAVA HUT ","4 2,090 - ","-",,,,
9115,"BIG JOE TOWN TOWN HALL ","2 932 - ","-",,,,
9116,"OLD LADY MARKET MARKET BUILDING ","1 239 - ","-",,,,
9117,"GOD BLESS YOU HILL PALAVA HUT ","4 2,279 - ","-",,,,
,,"COUNTY: GRAND CAPE MOUNT","ELECTORAL DISTRICT: 1",,,,
,,,"Non-",,,,
,,,"General ","Non-",,,
"Precinct Code ",,"Locality Address ","Polling General Returned Voters IDPPlaces Polling ","Returned IDPVoters",,,
,,,"Places **",,,,
12025,,"SANJANAMA SANJANMA PUBLIC SCHOOL ","2 923 - ","-",,,
12026,,"MAMBO TOWN MAMBO PUBLIC SCHOOL ","3 1,260 - ","-",,,
12027,,"FAHNJA FAHNJAH PUBLIC SCHOOL ","1 473 - ","-",,,
12028,,"KULANGO TOWN KULANGO PUBLIC SCHOOL ","2 1,161 - ","-",,,
12029,,"JENNEWONDE JENNEWONDE PUBLIC SCHOOL ","3 1,734 - ","-",,,
12030,,"TIENE TIENE PUBLIC SCHOOL ","5 2,889 - ","-",,,
12031,,"BARBALOR TOWN BARBALOR TOWN HALL ","2 1,123 - ","-",,,
12032,,"BO WATERSIDE BO WATERSIDE PUBLIC SCHOOL ","2 933 - ","-",,,
,"COUNTY: GRAND CAPE MOUNT","ELECTORAL DISTRICT: 2",,,,,
,,"Non-",,,,,
,,"General ","Non-",,,,
"Precinct ",,"General Returned ","Returned ",,,,
"Code ","Locality Address","Polling IDP Places Voters Polling ","IDPVoters",,,,
,,"Places **",,,,,
12013,"THAN TOWN THAN PUBLIC SCHOOL ","2 988 - ","-",,,,
12014,"VARGUEY TOWN VARGUEY PUBLIC SCHOOL ","1 335 - ","-",,,,
12015,"LEEZUE TOWN BOMI WOOD JUNCTION ","1 150 - ","-",,,,
12016,"MANA GORDUA TOWN MANA GORDUA TOWN HALL ","1 509 - ","-",,,,
12017,"LOFA BRIDGE LOFA BRIDGE COMMUNITY SCHOOL ","3 1,471 - ","-",,,,
12018,"MACCA TOWN MACCA TOWN HALL ","3 1,390 - ","-",,,,
12019,"BEH GONDOR TOWN BEH GONDOR PUBLIC SCHOOL ","2 785 - ","-",,,,
12020,"JENNE MANA JENNA MANA PUBLIC SCHOOL ","1 415 - ","-",,,,
12021,"GBELLEH MAKPAYE TOW GBELLEH  MAKPAYE TOWN HALL ","1 193 - ","-",,,,
12022,"WEAJUE TOWN WEAJUE PUBLIC SCHOOL ","1 557 - ","-",,,,
12023,"MARBON DORLEY MARBON DORLEY PUBLIC SCHOOL ","1 410 - ","-",,,,
12024,"LARJOR TOWN LARJOR TOWN HALL ","1 170 - ","-",,,,
12033,"KONGO TOWN KONGO PUBLIC SCHOOL ","1 442 - ","-",,,,
12034,"DAMALA TOWN DAMALA PUBLIC SCHOOL ","3 1,597 - ","-",,,,
12035,"JENJIN TOWN BAMBALLA PUBLIC SCHOOL ","3 1,281 - ","-",,,,
12036,"SO SO CAMP FULA CAMP TOWN HALL ","1 336 - ","-",,,,
12037,"BOMBOR OLD TOWN BOMBOR TOWN HALL ","1 290 - ","-",,,,
12038,"BENDUMA TOWN BENDUMA TOWN HALL ","1 261 - ","-",,,,
12039,"KAWILAHUN TOWN KAWILAHUN PUBLIC SCHOOL ","1 403 - ","-",,,,
12040,"BINDAJA BINDAJA PUBLIC SCHOOL ","2 1,100 - ","-",,,,
12041,"BOMBAR OLD TOWN WASSAY TOWN HALL, GUASI TOWN ","2 722 - ","-",,,,
12042,"GONOLO BUTTER HILL PUBLIC SCHOOL ","1 232 - ","-",,,,
12043,"VARKIANWAYE VARKIANWAYE PUBLIC SCHOOL ","2 604 - ","-",,,,
,,"COUNTY: GRAND CAPE MOUNT","ELECTORAL DISTRICT: 3",,,,
,,,"Non-",,,,
,,,"General ","Non-",,,
"Precinct Code ",,"Locality Address ","Returned Polling GeneralIDPPlaces Voters Polling ","Returned IDPVoters",,,
,,,"Places **",,,,
12001,,"SANJE TOWN SANJE PUBLIC SCHOOL BUILDING ","5 2,501 - ","-",,,
12002,,"JUNDU TOWN JUNDU PUBLIC SCHOOL ","2 755 - ","-",,,
12003,,"WANGEKAR TOWN WANGAKAR PUBLIC SCHOOL ","2 821 - ","-",,,
12004,,"MADINA TOWN MADINA PUBLIC SCHOOL ","5 2,994 - ","-",,,
12005,,"BENDU TOWN BENDU PUBLIC SCHOOL ","1 570 - ","-",,,
12006,,"ZAWAY ZAWAY PUBLIC SCHOOL ","2 642 - ","-",,,
12007,,"BOMBOJA BOMBOJA TOWN HALL ","1 280 - ","-",,,
12008,,"GONOLO GONONAMALAN PUBLIC SCHOOL ","2 870 - ","-",,,
12009,,"FOMBA FOMBA PUBLIC SCHOOL ","1 317 - ","-",,,
12010,,"ROBERSPORT CITY ROBERS CITY HALL ","3 1,769 - ","-",,,
12011,,"SEMBUHUM SEMBEHUM TOWN HALL ","1 218 - ","-",,,
12012,,"LATIA TOWN LATIA TOWN HALL ","1 453 - ","-",,,
,,"COUNTY: GRAND GEDEHELECTORAL DISTRICT: 1",,,,,
,,,"Non-",,,,
,,,"General ","Non-",,,
"Precinct Code ",,"Locality Address ","Returned Polling GeneralIDPPlaces Voters Polling ","Returned IDPVoters",,,
,,,"Places **",,,,
15001,,"TOE TOWN TOE TOWN PUBLIC SCHOOL ","4 2,084 - ","-",,,
15002,,"SENNIWEN TOWN SENNIWEN TOWN PUBLIC SCHOOL ","1 414 - ","-",,,
15003,,"DUOGEE TOWN DUOGEE TOWN PUBLIC SCHOOL ","2 713 - ","-",,,
15004,,"ZLEH TOWN ZLEH TOWN PUBLIC SCHOOL ","2 1,066 - ","-",,,
15005,,"GAYE TOWN GAYE TOWN PUBLIC SCHOOL ","1 372 - ","-",,,
15006,,"POUH TOWN POUH TOWN PUBLIC SCHOOL ","2 606 - ","-",,,
15007,,"POLAR TOWN POLAR TOWN PUBLIC SCHOOL ","2 669 - ","-",,,
15008,,"JARWODEE TOWN JARWODEE PUBLIC SCHOOL ","2 643 - ","-",,,
15009,,"GBARKEH TOWN GBARKEH TOWN PALAVA HUT ","1 526 - ","-",,,
15010,,"CHAYEE TOWN CHAYEE TOWN PALAVA HUT ","1 338 - ","-",,,
15011,,"GBO-GEWON TOWN GBO-GEWON TOWN PALAVA HUT ","1 541 - ","-",,,
15012,,"ZIA TOWN ZIA TOWN PUBLIC SCHOOL ","2 1,069 - ","-",,,
15013,,"BARGBOLOR TOWN BARGOBLOR PUBLIC SCHOOL ","2 724 - ","-",,,
15014,,"TUZON TOWN TUZON TOWN PUBLIC SCHOOL ","2 754 - ","-",,,
,"COUNTY: GRAND GEDEHELECTORAL DISTRICT: 2",,,,,,
,,"Non-",,,,,
,,"General ","Non-",,,,
"Precinct ",,"Polling GeneralReturned IDP","Returned ",,,,
"Code ","Locality Address ","Places Voters Polling ","IDPVoters",,,,
,,"Places **",,,,,
15015,"GBOLEKEN TOWN GBOLEKEN TOWN PUBLIC SCHOOL ","2 1,020 - ","-",,,,
15016,"ZWEDRU CITY HALL ZWEDRU ","4 1,899 - ","-",,,,
15017,"ZWEDRU MULT.HIGH SCHOOL ZWEDRU ","3 1,514 - ","-",,,,
15018,"ZWEDRU LOIC BUILDING ZWEDRU ","4 1,963 - ","-",,,,
15019,"ZWEDRU NIABO QUARTER SCHOOL BUILDING ZWEDRU ","3 1,412 - ","-",,,,
15020,"ZWEDRU SUAH QUARTER SCHOOL BUILDING ZWEDRU ","3 1,683 - ","-",,,,
15021,"ZWEDRU WEBBO QUARTER LIBRARY ","2 1,005 - ","-",,,,
15022,"ZWEDRU ZANWO QUARTER FINANCE OFFICE BUILDING ","2 898 - ","-",,,,
15023,"GLAPLAYTOWN GLAPLAY TOWN PALAVA HUT ","1 262 - ","-",,,,
15024,"BEH TOWN BEH TOWN PALAVA HUT ","1 276 - ","-",,,,
15025,"JANZON  TOWN JANZON TOWN PUBLIC SCHOOL ","2 1,084 - ","-",,,,
,,"COUNTY: GRAND GEDEHELECTORAL DISTRICT: 3",,,,,
,,,"Non-",,,,
,,,"General ","Non-",,,
"Precinct Code ",,"Locality Address ","Polling General Returned Voters IDPPlaces Polling ","Returned IDPVoters",,,
,,,"Places **",,,,
15026,,"PELLIZOHN PELLIZOHN ELEMENTARY JR. HIGH SCHOOL ","1 332 - ","-",,,
15027,,"KUMAH TOWN KUMAH TOWN PUBLIC SCHOOL ","1 329 - ","-",,,
15028,,"GARDUE TOWN GARDUE TOWN PALAVA HUT ","1 297 - ","-",,,
15029,,"TUFFI TOWN TUFFI TOWN PALAVA HUT ","1 264 - ","-",,,
15030,,"PETROKEN TOWN PETROKEN TOWN PUBLIC SCHOOL ","1 445 - ","-",,,
15031,,"KARLAWLEH TOWN KARLAWLEH TOWN PUBLIC SCHOOL ","2 646 - ","-",,,
15032,,"PENNEKEN TOWN PENNEKEN TOWN PUBLIC SCHOOL ","1 580 - ","-",,,
15033,,"JARWODEE TOWN JARWODEE TOWN PUBLIC SCHOOL ","2 745 - ","-",,,
15034,,"BOUNDARY TOWN BOUNDARY TOWN PALAVA HUT ","1 597 - ","-",,,
15035,,"ZIAH TOWN ZIAH TOWN PLAVA HUT ","3 1,665 - ","-",,,
15036,,"ZIAH TOWN ALBERT MEMORIAL INSTITUTE ZIAH TOWN ","2 851 - ","-",,,
15037,,"DRUOGLOR TOWN DRUOGLOR TOWN PALAVA HUT ","1 156 - ","-",,,
15038,,"PEOH TOWN PEOH TOWN PALAVA HUT ","1 185 - ","-",,,
15039,,"BILLIBO TOWN BILLIBO TOWN PALAVA HUT ","1 330 - ","-",,,
15040,,"KLOTETEE TOWN KLOTETEE TOWN PALAVA HUT ","2 773 - ","-",,,
,,"COUNTY: GRAND KRUELECTORAL DISTRICT: 1",,,,,
,,,"Non-",,,,
,,,"General ",,"Non-",,
"Precinct ",,,"General Returned ",,"Returned ",,
"Code ","Locality ","Address","Polling Voters IDP Places Polling ",,"IDPVoters",,
,,,"Places **",,,,
18001,"SASSTOWN CITY ","SASSTOWN HIGH SCHOOL ","2 669 - ",,"-",,
18002,"NROKWA ","NROKWA PUBLIC SCHOOL ","2 881 - ",,"-",,
18003,"BETU ","BETU PUBLIC SCHOOL ","1 205 - ",,"-",,
18004,"NIFU ","NIFU PUBLIC SCHOOL ","2 687 - ",,"-",,
18005,"NEROH ","NEROH PUBLIC SCHOOL ","1 224 - ",,"-",,
18006,"NIPLEKPO ","NIPLEKPO PUBLIC SCHOOL ","1 51 - ",,"-",,
18007,"BARFORWIN ","F.F. DOE JUNIOR HIGH SCHOOL ","1 561 - ",,"-",,
18008,"WAKPO ","WAKPO PUBLIC SCHOOL ","1 121 - ",,"-",,
18009,"JARKAKPOR ","JARKAKPOR PUBLIC SCHOOL ","1 351 - ",,"-",,
18010,"DOESWEN ","AMBROSE WORJLOH ELEMENTARY SCHOOL ","1 396 - ",,"-",,
18011,"BOLLOH POE ","POE PUBLIC SCHOOL ","1 199 - ",,"-",,
18012,"GEE CITY ","BUAH JR. HIGH SCHOOL ","2 963 - ",,"-",,
18013,"JLATEKEN ","JLATEKEN PUBLIC SCHOOL ","1 534 - ",,"-",,
18014,"WLOPLUKEN ","WLOPLUKEN PUBLIC SCHOOL ","1 485 - ",,"-",,
18015,"DWEKEN ","DWEKEN ELEMENTARY SCHOOL ","1 390 - ",,"-",,
18016,"PARLUKEN ","PARLUKEN PUBLIC SCHOOL ","2 799 - ",,"-",,
,,"COUNTY: GRAND KRUELECTORAL DISTRICT: 2",,,,,
,,,"Non-",,,,
,,,"General ",,"Non-",,
"Precinct ",,,"General Returned ",,"Returned ",,
"Code ","Locality ","Address","Polling IDP Places Voters Polling ",,"IDPVoters",,
,,,"Places **",,,,
18017,"BEHWAN CITY ","BEHWAN JR. HIGH SCHOOL ","2 646 - ",,"-",,
18018,"NEWARKEN ","NEWARKEN JR. HIGH SCHOOL ","3 1,375 - ",,"-",,
18019,"GARRAWAY BEACH ","GARRAWAY BEACH JR. HIGH SCHOOL ","3 1,636 - ",,"-",,
18020,"GENOYAH ","GENOYAH ELEMENTARY SCHOOL ","2 970 - ",,"-",,
18021,"BARCLAYVILLE CITY ","BARCLAYVILLE CENTRAL HIGH SCHOOL ","3 1,554 - ",,"-",,
18022,"CHINAKALEH ","GBETA JR. HIGH SCHOOL ","2 833 - ",,"-",,
18023,"FILOKEN ","RICHARD A. HENRIES JR. HIGH SCHOOL ","2 695 - ",,"-",,
18024,"BIG SUEHN ","ADVERTUS A. HOFF JUNIOR HIGH SCHOOL ","1 506 - ",,"-",,
18025,"GRAND CESS ","ST. PATRICK’S SCHOOL ","2 932 - ",,"-",,
18026,"JUDUKEN ","JUDUKEN JR. HIGH SCHOOL ","2 762 - ",,"-",,
18027,"GBANKEN ","ST. BARNABAS SCHOOL ","2 766 - ",,"-",,
18028,"ZOLOKEN ","ZOLOKEN PUBLIC SCHOOL ","2 706 - ",,"-",,
,,"COUNTY: LOFAELECTORAL DISTRICT: 1",,,,,
,,,,"Non-",,,
,,,"General ",,"Non-",,
"Precinct ",,,"General ","Returned ","Returned ",,
"Code ","Locality ","Address","Polling Places Voters","IDP Polling ","IDPVoters",,
,,,,"Places **",,,
21078,"NYANDEMORLAHUN ","NYANDEMORLAHUN TOWN HALL ","2 631 ","- ","-",,
21079,"TAWALAHUN ","TAWALAHUN TOWN HALL ","1 190 ","- ","-",,
21080,"HONEIHUM ","HONIEHUM TOWN HALL ","1 225 ","- ","-",,
21081,"BALAHUN ","BALAHUN PUBLC SCHOOL ","1 301 ","- ","-",,
21082,"TANINAHUM ","TANINAHUM PUBLIC SCHOOL ","1 404 ","- ","-",,
21083,"KOLAHUN CITY ","KOLAHUN EL & JR HIGH SCHOOL ","3 1,537 ","- ","-",,
21084,"KOLAHUN CITY ","KOLAHUN EL & JR HIGH SCHOOL ","3 1,342 ","- ","-",,
21085,"NGORKORHUN ","NGORKHUN TOWN HALL ","1 307 ","- ","-",,
21086,"KOLAHUN CITY ","KOLAHUN EL & JR HIGH SCHOOL ","3 1,360 ","- ","-",,
21092,"SAVALAHUN ","SAVALAHUN TOWN HALL ","1 167 ","- ","-",,
21107,"KOWOHUN ","KOWOHUN PUBLIC SCHOOL ","1 100 ","- ","-",,
21108,"SOMOLAHUN ","SOMOLAHUN TOWN HALL ","1 221 ","- ","-",,
21109,"KAMATAHUN-TAHAM ","KAMATAHUN-TAHAM TOWN HALL ","1 333 ","- ","-",,
21110,"KPORMBU ","KPORMBU TOWN HALL ","1 310 ","- ","-",,
21111,"FOYA  LONDU ","FOYA LONDU TOWN HALL ","1 500 ","- ","-",,
21112,"KONDEBENGO ","KONDEBENGO TOWN HALL ","1 414 ","- ","-",,
